Iteration,Rolling Sizes CDunit,Rolling Sizes FB554,Rolling Sizes AlCon,Shift Hours AlCon,Shift Hours FB554,R-squared,Adj R-Squared,F-statistic,Prob (F-statistic)
111,6,10,12,-2,2,0.7993208354130231,0.7990109801576322,2579.658797151303,0.0
112,6,10,14,-2,2,0.7992684585527753,0.7989585224257829,2578.816694616229,0.0
113,6,10,16,-2,2,0.7992277670986476,0.7989177681427067,2578.1627704925486,0.0
114,6,10,18,-2,2,0.7992090064433294,0.7988989785203172,2577.861370286733,0.0
115,6,10,20,-2,2,0.799206346080076,0.7988963140493751,2577.8186346531716,0.0
116,6,10,22,-2,2,0.799215161072643,0.7989051426525817,2577.960241570603,0.0
117,6,10,24,-2,2,0.7992296435279472,0.798919647469275,2578.192919455939,0.0
118,6,10,26,-2,2,0.7992511477417548,0.7989411848862986,2578.5384721842133,0.0
119,6,10,28,-2,2,0.7992804247687026,0.7989705071179427,2579.009045818137,0.0
120,6,10,30,-2,2,0.7993266773618931,0.799016831126664,2579.752749846594,0.0
121,8,4,2,-2,2,0.8038470555647861,0.803544188942739,2654.128903778638,0.0
122,8,4,4,-2,2,0.8039620417602206,0.8036593526806555,2656.06556706765,0.0
123,8,4,6,-2,2,0.8040348221192726,0.8037322454149847,2657.2925500377733,0.0
124,8,4,8,-2,2,0.8040688122290285,0.8037662880065922,2657.865891708342,0.0
125,8,4,10,-2,2,0.804064473849359,0.8037619429283213,2657.7927012923733,0.0
126,8,4,12,-2,2,0.8040461105965774,0.8037435513220711,2657.4829408506043,0.0
127,8,4,14,-2,2,0.8040216531352232,0.8037190560975892,2657.070470423974,0.0
128,8,4,16,-2,2,0.8040069404694377,0.8037043207149619,2656.8223937074404,0.0
129,8,4,18,-2,2,0.8040113788797227,0.803708765978299,2656.8972277684666,0.0
130,8,4,20,-2,2,0.8040280200940745,0.8037254328872351,2657.1778380599035,0.0
131,8,4,22,-2,2,0.8040555833414865,0.8037530386932111,2657.6427245526925,0.0
132,8,4,24,-2,2,0.8040905645596087,0.8037880739234889,2658.232912179445,0.0
133,8,4,26,-2,2,0.8041303913265567,0.80382796218428,2658.905108393157,0.0
134,8,4,28,-2,2,0.8041741822254307,0.8038718206977475,2659.6445268266793,0.0
135,8,4,30,-2,2,0.8042325484816027,0.8039302770733461,2660.6305674753844,0.0
136,8,6,2,-2,2,0.8050202670322125,0.8047192118874039,2673.9960466177295,0.0
137,8,6,4,-2,2,0.8051211496748417,0.8048202502961639,2675.7155605057683,0.0
138,8,6,6,-2,2,0.8051789684792303,0.8048781583746953,2676.701867192309,0.0
139,8,6,8,-2,2,0.8052004074235387,0.8048996304214415,2677.0677339328354,0.0
140,8,6,10,-2,2,0.8051842623209613,0.8048834603902927,2676.7922018691447,0.0
141,8,6,12,-2,2,0.8051533510402876,0.8048525013815812,2676.264797846341,0.0
142,8,6,14,-2,2,0.8051179493076361,0.8048170449874856,2675.660983880259,0.0
143,8,6,16,-2,2,0.8050929433910885,0.8047920004609773,2675.2346137311547,0.0
144,8,6,18,-2,2,0.8050878886293179,0.8047869378944876,2675.1484394397175,0.0
145,8,6,20,-2,2,0.8050969637618361,0.8047960270393102,2675.3031567699454,0.0
146,8,6,22,-2,2,0.805117680985116,0.8048167762506667,2675.65640819375,0.0
147,8,6,24,-2,2,0.8051469475694186,0.8048460880235417,2676.1555636289636,0.0
148,8,6,26,-2,2,0.8051822075494871,0.8048814024461834,2676.7571384477906,0.0
149,8,6,28,-2,2,0.8052212313751583,0.8049204865259298,2677.4231826112687,0.0
150,8,6,30,-2,2,0.8052752311160881,0.8049745696442424,2678.3452704222655,0.0
151,8,8,2,-2,2,0.8058883223294626,0.8055886074906912,2688.8502605767476,0.0
152,8,8,4,-2,2,0.8059865361598824,0.8056869729665075,2690.5392717965274,0.0
153,8,8,6,-2,2,0.8060391276169576,0.8057396456265288,2691.4444052633553,0.0
154,8,8,8,-2,2,0.8060546995852107,0.8057552416384149,2691.7125032412046,0.0
155,8,8,10,-2,2,0.8060320629339395,0.8057325700354068,2691.3227888972183,0.0
156,8,8,12,-2,2,0.8059921667532671,0.8056926122537144,2690.6361545445593,0.0
157,8,8,14,-2,2,0.8059470091411444,0.8056473849167476,2689.8593088184707,0.0
158,8,8,16,-2,2,0.8059121282976884,0.8056124502161178,2689.2595016421533,0.0
159,8,8,18,-2,2,0.8058973016786853,0.8055976007043255,2689.004610011845,0.0
160,8,8,20,-2,2,0.8058976346787773,0.8055979342185806,2689.0103343511837,0.0
161,8,8,22,-2,2,0.8059111532704167,0.8056114736833718,2689.242738277056,0.0
162,8,8,24,-2,2,0.8059339527722263,0.8056343083883649,2689.634767675015,0.0
163,8,8,26,-2,2,0.8059641078424925,0.8056645100190551,2690.153414986174,0.0
164,8,8,28,-2,2,0.8059988980968849,0.8056993539907489,2690.751984720663,0.0
165,8,8,30,-2,2,0.8060487081966113,0.8057492409989138,2691.6093461780115,0.0
166,8,10,2,-2,2,0.8067886207711846,0.8064902960229299,2704.3972231296657,0.0
167,8,10,4,-2,2,0.8068808409419236,0.8065826585846569,2705.9979280412476,0.0
168,8,10,6,-2,2,0.8069309797948445,0.8066328748536221,2706.868851237201,0.0
169,8,10,8,-2,2,0.8069452395428616,0.8066471566191609,2707.11662890526,0.0
170,8,10,10,-2,2,0.8069186311702199,0.8066205071623134,2706.654310857301,0.0
171,8,10,12,-2,2,0.8068723682904443,0.8065741728511241,2705.850800836616,0.0
172,8,10,14,-2,2,0.8068191385400271,0.8065208609122149,2704.926763893945,0.0
173,8,10,16,-2,2,0.8067752329723871,0.8064768875529289,2704.1649723922123,0.0
174,8,10,18,-2,2,0.806751167135012,0.8064527845571065,2703.747560590904,0.0
175,8,10,20,-2,2,0.8067429333873464,0.8064445380962626,2703.6047735779807,0.0
176,8,10,22,-2,2,0.8067485716477767,0.8064501850623531,2703.702549169973,0.0
177,8,10,24,-2,2,0.8067648909523177,0.8064665295644392,2703.985581675414,0.0
178,8,10,26,-2,2,0.8067893689831286,0.8064910453901377,2704.41020401564,0.0
179,8,10,28,-2,2,0.8068196083392126,0.8065213314367858,2704.934917102224,0.0
180,8,10,30,-2,2,0.8068655693562012,0.8065673634191021,2705.7327469906127,0.0
181,10,4,2,-2,2,0.8110381840981925,0.8107464208160107,2779.7815339652993,0.0
182,10,4,4,-2,2,0.8111788235381794,0.810887277407936,2782.334386880597,0.0
183,10,4,6,-2,2,0.8112788914225499,0.8109874998004237,2784.153111550351,0.0
184,10,4,8,-2,2,0.8113350687275588,0.8110437638450461,2785.1749745122647,0.0
185,10,4,10,-2,2,0.8113581526984007,0.8110668834583011,2785.5950474583137,0.0
186,10,4,12,-2,2,0.8113527064165267,0.811061428767188,2785.4959289145404,0.0
187,10,4,14,-2,2,0.8113333184951557,0.8110420109102263,2785.1431286695733,0.0
188,10,4,16,-2,2,0.8113199773875351,0.8110286492034953,2784.9004038565495,0.0
189,10,4,18,-2,2,0.8113221592982698,0.811030834483172,2784.9400986530527,0.0
190,10,4,20,-2,2,0.8113352286262496,0.8110439239906257,2785.177883931664,0.0
191,10,4,22,-2,2,0.8113597760812301,0.8110685093476873,2785.624593004446,0.0
192,10,4,24,-2,2,0.8113931654419881,0.8111019502627206,2786.232391740932,0.0
193,10,4,26,-2,2,0.8114346086615167,0.8111434574719483,2786.9870971996825,0.0
194,10,4,28,-2,2,0.8114783912261466,0.8111873076383035,2787.7847639535266,0.0
195,10,4,30,-2,2,0.8115348704448901,0.8112438740628254,2788.8142962001225,0.0
196,10,6,2,-2,2,0.8122203256452678,0.8119303876286621,2801.3584943224305,0.0
197,10,6,4,-2,2,0.8123464201662726,0.8120566768437703,2803.676071464178,0.0
198,10,6,6,-2,2,0.8124315963147353,0.8121419845070182,2805.2433452866585,0.0
199,10,6,8,-2,2,0.8124757085059803,0.8121861648089428,2806.0555861483217,0.0
200,10,6,10,-2,2,0.8124870817361172,0.8121975555997225,2806.2650641966443,0.0
201,10,6,12,-2,2,0.8124692449678473,0.8121796912908936,2805.9365486756055,0.0
202,10,6,14,-2,2,0.8124390841084881,0.8121494838621718,2805.381191634511,0.0
203,10,6,16,-2,2,0.8124158000532161,0.8121261638555498,2804.95258050958,0.0
204,10,6,18,-2,2,0.8124089882477553,0.8121193415324365,2804.8272094278054,0.0
205,10,6,20,-2,2,0.8124150145867071,0.8121253771762544,2804.9381235568535,0.0
206,10,6,22,-2,2,0.8124332292167649,0.8121436199303025,2805.2734052165188,0.0
207,10,6,24,-2,2,0.8124613315120939,0.8121717656165033,2805.790819581259,0.0
208,10,6,26,-2,2,0.812498475153861,0.8122089666092795,2806.474939550983,0.0
209,10,6,28,-2,2,0.8125378175197799,0.8122483697211103,2807.19985176705,0.0
210,10,6,30,-2,2,0.8125902758955619,0.8123009090943563,2808.1669096457554,0.0
211,10,8,2,-2,2,0.8130618510175227,0.8127732123438741,2816.884656307069,0.0
212,10,8,4,-2,2,0.8131844965345394,0.8128960472296182,2819.159147415902,0.0
213,10,8,6,-2,2,0.8132643270168676,0.8129760009728466,2820.6412285031547,0.0
214,10,8,8,-2,2,0.813303015234035,0.8130147489258986,2821.359944878099,0.0
215,10,8,10,-2,2,0.8133083270099042,0.8130200689033251,2821.458645731567,0.0
216,10,8,12,-2,2,0.8132820096006691,0.8129937108591413,2820.9696833592743,0.0
217,10,8,14,-2,2,0.8132425812892456,0.8129542216691032,2820.2373858299525,0.0
218,10,8,16,-2,2,0.8132099645564267,0.8129215545749721,2819.6318326252585,0.0
219,10,8,18,-2,2,0.8131940078648696,0.8129055732457564,2819.3356621510534,0.0
220,10,8,20,-2,2,0.8131919010166714,0.812903463144515,2819.296560944457,0.0
221,10,8,22,-2,2,0.8132035423886165,0.8129151224911226,2819.5126253594954,0.0
222,10,8,24,-2,2,0.8132257844446693,0.8129373988896444,2819.925513864092,0.0
223,10,8,26,-2,2,0.8132583733525752,0.8129700381159,2820.53065289623,0.0
224,10,8,28,-2,2,0.813294053777712,0.8130057736327911,2821.1934401552016,0.0
225,10,8,30,-2,2,0.8133428675746643,0.8130546627998576,2822.100598853226,0.0
226,10,10,2,-2,2,0.8139349499264428,0.8136476593463342,2833.141795387047,0.0
227,10,10,4,-2,2,0.8140505810268323,0.8137634689849602,2835.306299655712,0.0
228,10,10,6,-2,2,0.8141273560990298,0.8138403626004038,2836.744943690316,0.0
229,10,10,8,-2,2,0.8141646995116012,0.8138777636724371,2837.4451301852655,0.0
230,10,10,10,-2,2,0.8141660873578264,0.8138791536615427,2837.471157632896,0.0
231,10,10,12,-2,2,0.8141335985470822,0.8138466146870023,2836.8619695897523,0.0
232,10,10,14,-2,2,0.8140863169418274,0.8137992600773879,2835.975786649056,0.0
233,10,10,16,-2,2,0.8140450319826722,0.8137579113728928,2835.2023653336355,0.0
234,10,10,18,-2,2,0.8140202535524258,0.8137330946839321,2834.738337778645,0.0
235,10,10,20,-2,2,0.8140099958167475,0.8137228211099712,2834.5462765661014,0.0
236,10,10,22,-2,2,0.8140142233802126,0.8137270552009338,2834.625428989695,0.0
237,10,10,24,-2,2,0.8140304880134553,0.8137433449473073,2834.929984322598,0.0
238,10,10,26,-2,2,0.8140579093186007,0.813770808591853,2835.44356902381,0.0
239,10,10,28,-2,2,0.814089595908732,0.8138025441071256,2836.037228657223,0.0
240,10,10,30,-2,2,0.8141350261573936,0.8138480445015911,2836.888733813287,0.0
