,425 SAO Al,Octanol PPM,Hexanol PPM,Ethanol PPM,Dodecanol PPM,Decanol PPM,Butanol PPM,%nC8OH,%nC6OH,%nC12OH,%nC10OH,%Al2O3_bM,AYC55580,DI55102,DI55152,DI55580,FC42428,FC52018,FC55003,FC55009,FC55102,FC55152,FC55552,FC55555,FC55569,FC55576,FFC55553,FFC55555,FYC55553,II52554,LC52572,LC55553,LC55555,LC55557,LC55568,LC90366,LC90368,PI55004,PI55020,PI55560,TC52015,TC55552,TC55553,TC55555,TC55566,TI40050,TI52014,TI55013,TI55014,TI55015,TI55016,TI55017,TI55021,TI55023,VI52558B
818,6.0385,4.985,4.6825,189.9325,1.1475,2.7175,189.945,4.985,4.6825,1.1475,2.7175,9.835,12.866737,0.817866,0.900845,1.013327,31372.1875,31366.3125,4607.595,4.907343,41579.625,39859.0125,32333.6125,23619.875,6154.04,754.96875,1.02897,0.730834,33297.575,178.416,65.0851,50.137663,40.017337,71.161163,41.44965,72.607425,51.5999,3.27324,-1.64538,1.379117,89.150263,165.814625,174.879625,180.03275,199.76975,83.217938,139.25525,191.86,194.175875,191.718375,188.190875,180.33375,223.075625,221.345125,2.884352
819,6.0045,6.205,7.0875,215.275,1.2825,4.0025,396.345,6.205,7.0875,1.2825,4.0025,9.715,12.698462,0.816217,0.900028,1.011656,32513.8,32050.1875,4188.425,4.346764,41625.55,40152.5375,32343.9375,23641.4,6083.9525,855.982125,1.0288,0.729962,33344.8,180.141125,63.602787,50.31625,39.961537,71.082112,41.38945,74.7691,51.0791,3.425984,-1.618315,1.437479,90.82295,166.449375,175.46525,180.04725,199.288,86.542375,140.221125,192.096,194.48975,192.137,188.4295,180.697,223.60725,221.73475,2.907871
820,5.975,3.93,3.385,345.775,1.1775,2.5125,265.585,3.93,3.385,1.1775,2.5125,9.725,12.558813,0.816455,0.900429,1.010845,31424.375,31520.375,4145.1725,38.226974,40371.2875,38968.1125,31479.075,23015.3,6039.01625,847.69175,1.031766,0.730731,32533.325,178.29225,63.169587,50.344212,40.029488,71.03435,41.40525,75.2767,52.17295,3.229884,-1.633676,1.287408,88.663375,166.01,171.693,180.028875,199.265,85.685913,139.6305,189.702,192.621875,190.264875,187.2015,179.4885,222.9885,221.097375,2.847711
821,6.0035,6.735,5.1325,177.7425,0.95,3.8925,174.945,6.735,5.1325,0.95,3.8925,9.585,11.641412,0.819167,0.902105,1.00661,24452.7875,27041.125,4184.58,232.893275,33654.3625,33376.9625,27216.8875,20069.2625,5819.81625,737.732,1.047327,0.738725,28431.2625,160.35825,62.13115,50.189175,40.047475,71.079937,41.359337,76.153887,57.623287,1.326522,-2.69567,-0.323194,79.706362,162.493375,149.05675,179.908625,199.8705,81.786288,136.979875,175.932125,181.828625,179.38175,180.23475,172.571875,217.3215,215.18025,2.496999
822,6.181,8.975,5.6675,43.215,5.5475,9.095,231.9075,8.975,5.6675,5.5475,9.095,9.04,12.818875,0.849699,0.914165,1.018459,22911.375,26892.4875,4441.455,344.134625,31838.95,31362.8,25771.625,19091.8125,5816.4525,732.688875,1.053096,0.742777,27063.725,159.08575,61.314037,52.450238,42.51785,70.823337,41.1851,76.9708,55.614075,0.906901,-2.76071,-0.598039,80.3648,160.9575,147.015875,179.832625,196.3525,81.610862,137.0035,175.057125,180.316875,178.029875,179.233375,172.07775,216.121875,213.95175,2.472836
823,6.208,7.075,4.4725,19.14,4.4075,9.0425,82.59,7.075,4.4725,4.4075,9.0425,10.2275,12.818875,0.849699,0.914165,1.018459,22911.375,26892.4875,4441.455,344.134625,31838.95,31362.8,25771.625,19091.8125,5816.4525,732.688875,1.053096,0.742777,27063.725,159.08575,61.314037,52.450238,42.51785,70.823337,41.1851,76.9708,55.614075,0.906901,-2.76071,-0.598039,80.3648,160.9575,147.015875,179.832625,196.3525,81.610862,137.0035,175.057125,180.316875,178.029875,179.233375,172.07775,216.121875,213.95175,2.472836
824,6.1515,5.355,4.94,35.725,1.03,2.7625,156.9075,5.355,4.94,1.03,2.7625,10.22,12.818875,0.849699,0.914165,1.018459,22911.375,26892.4875,4441.455,344.134625,31838.95,31362.8,25771.625,19091.8125,5816.4525,732.688875,1.053096,0.742777,27063.725,159.08575,61.314037,52.450238,42.51785,70.823337,41.1851,76.9708,55.614075,0.906901,-2.76071,-0.598039,80.3648,160.9575,147.015875,179.832625,196.3525,81.610862,137.0035,175.057125,180.316875,178.029875,179.233375,172.07775,216.121875,213.95175,2.472836
825,6.188,7.4075,6.275,6.355,0.6275,3.6325,13.4175,7.4075,6.275,0.6275,3.6325,10.6575,12.818875,0.849699,0.914165,1.018459,22911.375,26892.4875,4441.455,344.134625,31838.95,31362.8,25771.625,19091.8125,5816.4525,732.688875,1.053096,0.742777,27063.725,159.08575,61.314037,52.450238,42.51785,70.823337,41.1851,76.9708,55.614075,0.906901,-2.76071,-0.598039,80.3648,160.9575,147.015875,179.832625,196.3525,81.610862,137.0035,175.057125,180.316875,178.029875,179.233375,172.07775,216.121875,213.95175,2.472836
826,6.2415,4.5725,4.1125,2.685,0.59,2.725,3.71,4.5725,4.1125,0.59,2.725,10.4425,12.818875,0.849699,0.914165,1.018459,22911.375,26892.4875,4441.455,344.134625,31838.95,31362.8,25771.625,19091.8125,5816.4525,732.688875,1.053096,0.742777,27063.725,159.08575,61.314037,52.450238,42.51785,70.823337,41.1851,76.9708,55.614075,0.906901,-2.76071,-0.598039,80.3648,160.9575,147.015875,179.832625,196.3525,81.610862,137.0035,175.057125,180.316875,178.029875,179.233375,172.07775,216.121875,213.95175,2.472836
827,6.3425,3.345,2.68,1.7875,0.5775,1.9,3.0375,3.345,2.68,0.5775,1.9,10.5025,12.818875,0.849699,0.914165,1.018459,22911.375,26892.4875,4441.455,344.134625,31838.95,31362.8,25771.625,19091.8125,5816.4525,732.688875,1.053096,0.742777,27063.725,159.08575,61.314037,52.450238,42.51785,70.823337,41.1851,76.9708,55.614075,0.906901,-2.76071,-0.598039,80.3648,160.9575,147.015875,179.832625,196.3525,81.610862,137.0035,175.057125,180.316875,178.029875,179.233375,172.07775,216.121875,213.95175,2.472836
828,6.5165,3.46,2.8525,3.71,0.5375,2.03,6.395,3.46,2.8525,0.5375,2.03,10.4,17.3105,0.937662,0.948587,1.06148,24131.5125,26673.9875,4907.47125,646.597,31596.7125,29935.8875,24735.6625,18510.575,5959.0025,718.250375,1.06102,0.75013,26182.2375,156.658,59.0145,59.608063,50.162838,70.6099,41.126713,78.98675,47.94475,0.580692,-2.483354,-0.657175,87.172612,159.1715,161.576625,179.844375,189.0395,84.7824,138.552,183.951125,184.347125,182.1085,181.379125,175.31025,215.215625,213.197125,2.397336
829,6.3915,2.0025,1.9425,84.35,0.34,1.0825,81.515,2.0025,1.9425,0.34,1.0825,10.3975,21.910063,1.017815,0.975652,1.105452,29856.625,28505.1125,5610.83375,1185.747875,38070.35,34705.5875,27662.725,21033.9375,6182.6925,673.828875,1.06943,0.758475,29653.4375,163.13925,58.752587,66.38585,56.99075,70.430013,41.32945,81.019675,42.950625,0.368545,-2.144209,-0.555747,94.155888,161.430375,194.716,180.136625,190.566125,86.879562,140.7565,205.703125,198.95775,197.0235,191.04725,186.8875,214.742625,212.804125,2.228445
830,6.127,2.405,2.265,127.9125,0.275,1.2375,59.93,2.405,2.265,0.275,1.2375,10.255,23.40015,1.043769,0.983145,1.119609,31896.825,29286.95,5919.165,1301.255,40905.1625,37609.7875,28990.1875,22097.075,6308.205,637.361125,1.072625,0.761002,31111.0375,166.126625,58.840637,68.4586,58.902563,70.307575,41.3803,81.701887,42.380888,0.324829,-1.932481,-0.492186,96.35535,163.746125,204.7315,180.629625,191.246875,87.482413,141.53975,213.0795,204.29625,202.55125,194.7875,191.484375,214.705375,212.795875,2.223931
831,6.097,3.565,3.0325,112.2625,0.6625,2.325,39.82,3.565,3.0325,0.6625,2.325,10.3175,23.749775,1.037054,0.976991,1.122955,36670.7875,31541.55,6138.8625,1107.321372,47328.8625,43365.4,33473.5,25050.65,6492.54,586.67625,1.061565,0.74873,35515.0125,175.779875,60.847962,68.0163,57.63515,70.452325,41.475725,81.759263,48.677475,0.485535,-1.80159,-0.358775,90.116875,169.496375,208.3,181.37175,198.6145,85.859863,141.1705,216.9425,207.7475,206.139875,197.332,194.58575,215.4135,213.244125,2.241295
832,5.5035,5.61,4.4925,85.9225,1.0225,4.1025,24.825,5.61,4.4925,1.0225,4.1025,10.4125,23.7049,1.032793,0.978974,1.121982,40701.8125,33896,6399.11875,135.525221,50458.3125,45905.15,37984.175,26971.6875,6939.41375,457.721,1.009539,0.709466,38390.4125,186.119125,63.842825,65.833388,59.997488,69.921113,41.216088,81.910175,66.31025,0.742789,-1.447628,-0.111935,85.343025,179.4245,170.566625,182.897125,204.368,89.227037,141.951375,198.53175,194.18375,193.80125,189.265,188.7025,217.000125,213.903,2.032857
833,5.5565,5.74,4.76,80.01,0.5825,3.145,29.48,5.74,4.76,0.5825,3.145,10.2375,23.844863,1.032644,0.978204,1.123494,36543.7125,34573.8625,6487.75625,63.940175,50302.7875,45661.85,36861.8875,26145.15,6943.3,463.5495,1.010349,0.709107,37198.95,188.749,62.6111,66.685925,59.929275,70.18525,41.527763,81.9276,70.085175,0.74222,-1.485201,-0.105436,74.22875,180.460125,172.204625,182.828875,204.626,76.728187,136.164125,197.79625,193.436875,192.849625,188.679375,188.110125,217.493375,213.800625,1.832844
834,6.239,29.1375,33.3525,111.8275,16.49,35.025,714.555,4.1475,3.97,1.415,3.2075,10.9275,23.875487,1.030969,0.978648,1.123869,36235.775,34699.6125,6508.25875,74.654088,51225.05,46232.1875,37374.6375,26615.6875,6914.17875,471.39475,1.010364,0.711767,37719.35,189.045625,62.906275,66.5669,59.939275,70.382838,41.43755,81.92885,67.222337,0.752361,-1.474525,-0.098576,75.566512,179.534125,173.567,182.89625,204.6215,78.230463,136.673125,198.136375,193.8005,193.250375,188.97825,188.392375,217.967375,213.7595,1.785426
835,6.308,6.9975,6.4725,68.49,1.1225,3.3225,90.5925,6.9975,6.4725,1.1225,3.3225,10.85,23.989975,1.02317,0.981171,1.125214,33822.75,36652.675,6629.5425,110.502862,53005.5,46671.325,37993.55,27566.2375,6770.01875,485.68375,1.010029,0.724937,38391.1375,198.217375,63.38515,65.947412,59.948725,71.51655,41.347925,81.938113,51.978025,0.694787,-1.463506,-0.148991,81.138725,175.35775,177.57875,183.076625,204.479875,85.031712,138.82075,199.352375,194.88225,194.47375,189.783625,189.15125,218.232125,213.59025,1.965402
836,6.2395,60.645,83.57,145.3325,19.0175,59.3675,2026.775,7.9775,9.6825,2.3075,6.61,10.875,23.905862,1.022118,0.980946,1.124357,33129.375,37636.2375,6768.51875,124.833875,52122.075,45846.3,37425.05,27392.1625,6799.11,468.0065,1.010489,0.731085,37872.3,202.2305,62.251362,66.019563,59.960725,71.796475,41.390937,81.949337,49.251775,0.688096,-1.475009,-0.155196,82.109687,175.229375,178.158625,183.01375,204.415125,86.210113,139.45925,199.7215,195.069375,194.63425,189.825125,189.173125,218.2055,213.557875,2.04637
837,6.0925,10.92,12.2875,34.01,0.9725,6.4925,204.1925,10.92,12.2875,0.9725,6.4925,10.58,23.5929,1.021455,0.978312,1.120839,33304,34768.225,7049.2325,182.356875,50810.875,45144.3375,36901.525,27730.9125,6997.7225,390.939375,1.012347,0.751545,37411.7625,185.52275,58.08635,66.526663,60.012662,72.17525,41.444875,81.986737,46.519063,0.74046,-1.472404,-0.102122,81.767725,176.928,179.81275,182.83825,204.586,85.637125,138.169125,201.623375,196.409125,195.89925,190.495,189.840125,217.320875,213.851875,2.344484
838,6.03,5.2,4.0625,34.8225,0.535,3.445,19.3625,5.2,4.0625,0.535,3.445,10.4575,23.766587,1.022379,0.981919,1.122364,39781.3875,32008.175,7122.59875,16.568765,51029.6,44497.95,38021.3875,29647.175,7074.5325,424.251125,1.000187,0.779433,38004.7375,171.934875,63.8991,66.054675,60.028487,71.969675,41.3866,82.037387,46.826,0.842807,-1.449509,-0.028055,83.728425,186.2675,170.63775,182.926875,204.6475,87.691738,138.185,200.198125,195.01275,194.610625,189.321625,188.808125,217.27575,214.3925,2.102464
839,6.0015,5.85,4.7775,45.58,0.72,3.915,18.08,5.85,4.7775,0.72,3.915,10.6125,23.8506,1.020734,0.97744,1.123088,39198.2875,31808.575,7381.42,202.148613,51358.9125,44873.7875,38030.9125,30026.15,7075.6975,425.723125,1.004009,0.789911,38151.9375,171.967875,63.939188,65.788975,60.013987,71.940637,41.42495,82.0598,47.82735,0.865791,-1.466844,0.003686,75.226213,181.090375,175.620625,182.91525,204.66925,77.491587,134.097125,200.828,195.3815,194.947875,189.522125,188.976375,217.079125,214.505625,2.163209
840,5.922,2.86,2.4225,38.735,0.2625,1.7625,15.685,2.86,2.4225,0.2625,1.7625,10.4425,23.469487,1.000238,0.959347,1.119029,35057.85,29348.9,7680.02875,1564.33125,49934.8875,43017.4,35054.3875,26929.3375,6947.00625,450.341875,1.040275,0.76906,36441.7,161.349,64.345788,65.980575,59.936262,70.031163,41.49065,69.102663,54.391563,0.99834,-1.486859,0.130013,78.775775,179.19725,224.86175,182.94425,205.272375,81.826362,135.472875,229.063,217.949,217.414875,205.0165,203.9495,217.6035,214.686,2.576183
841,5.9515,1.2125,1.11,44.47,0.1675,0.82,15.6525,1.2125,1.11,0.1675,0.82,9.8925,22.428175,0.995782,0.950108,1.108226,35377.4,35522.95,7386.90375,1550.445,49577.4125,48695.0375,35008.7625,26947.2125,6950.8725,449.8105,1.04047,0.769929,36417.85,186.8175,64.940012,66.036912,60.014325,70.00815,41.4578,34.729638,52.776825,0.952593,-1.472519,0.070909,79.377575,181.19025,226.869625,183.001875,204.429,84.333888,136.540625,230.02725,218.787125,216.5545,205.274125,204.5825,217.817375,214.5865,2.218419
842,5.9555,1.04,0.91,75.75,0.115,0.6375,32.0675,1.04,0.91,0.115,0.6375,9.9775,23.219325,0.988164,0.955168,1.116422,34926.3,33114.425,7281.72875,1624.69875,55407.75,48424.1375,37979.15,29273.9,6964.77,426.72175,1.049214,0.769827,39908.775,176.055875,64.441637,66.029625,60.013737,69.94105,41.6878,0.336126,46.317162,0.967832,-1.525968,0.081591,82.173537,180.227375,227.0925,183.055375,205.17225,87.703875,137.749625,230.829125,219.94825,219.40325,206.543875,205.907375,217.720375,214.6445,2.196719
843,6.0265,0.9675,0.875,84.205,0.15,0.635,38.685,0.9675,0.875,0.15,0.635,10.1375,23.713737,0.983267,0.95548,1.121109,30542.175,32561.8125,7994.4075,1828.32625,55272.6875,48768.625,37937.0125,29254.3125,7014.44125,409.51675,1.056135,0.769735,40082.1125,171.547875,64.252225,66.058662,60.006138,69.9996,41.878,0.349212,35.087038,1.166298,-1.191866,0.279254,82.839325,175.1145,234.32925,182.898,204.889,87.042862,135.938625,234.0085,222.490875,222.042625,208.30725,207.738625,218.2795,215.34075,2.235683
844,6.1665,0.9225,0.7975,46.8975,0.1425,0.59,21.2825,0.9225,0.7975,0.1425,0.59,10.07,24.205313,0.988024,0.961429,1.127112,25142.4,19730.8125,6996.385,1379.86375,33725.0125,30310.9125,24026.1,18487.45,7031.66375,391.41825,1.05457,0.768509,25380.375,131.773,59.431013,65.875862,59.915312,70.026438,41.87705,0.349212,23.872513,0.798438,-1.497551,-0.037912,83.168612,166.243,225.61625,182.90825,203.503125,87.633713,135.496375,226.299625,215.816125,215.2155,203.693625,203.002,217.259375,214.213875,1.976469
845,6.2695,0.73,0.66,6.0325,0.13,0.5,4.1425,0.73,0.66,0.13,0.5,10.0325,24.688087,0.985079,0.963116,1.131526,24891.4125,20359.8625,6809.6775,1142.928875,34724.4,30888.2125,24043.5625,18478.5875,7032.785,392.72275,1.053414,0.769963,25306.3375,133.0005,59.658338,66.147288,60.045963,70.12445,41.677612,0.332999,24.347238,1.168001,-1.139314,0.331098,96.97205,164.17675,225.200875,182.5025,204.176,92.427813,140.799125,226.54325,216.467875,216.07725,204.383125,203.306125,218.335375,215.410125,2.025463
846,6.338,4.3425,3.82,4.48,0.3325,2.375,4.57,4.3425,3.82,0.3325,2.375,10.2325,24.068975,1.018066,0.992094,1.12554,26345.3375,18720.725,6563.19875,592.70925,31278.2625,28109.225,23914.4,18487.2,7022.97125,400.64975,1.06137,0.770262,25425.825,126.51675,61.684762,66.107862,59.988563,70.107713,41.0295,0.329257,26.201575,0.90302,-1.369738,0.089559,84.76515,160.782375,135.098875,180.090375,175.103375,85.804462,134.961,172.044625,172.089125,171.7845,173.567625,172.69975,217.521375,214.489,2.807491
847,6.281,7.8675,6.2975,3.8625,0.3925,4.0425,4.765,7.8675,6.2975,0.3925,4.0425,10.79,23.975062,1.021565,0.993074,1.124713,26474.175,20959.5,6364.2025,482.235625,29575.125,26485.2875,24013.475,18489.8125,7057.77875,365.923875,1.02061,0.769348,24515.3375,126.96975,61.933912,67.631312,59.982387,69.8996,40.91925,0.330504,30.224425,0.806049,-1.706325,-0.02251,85.061,160.293625,134.886875,179.892625,174.903875,86.003338,134.498,172.33475,172.480875,172.061125,173.84075,172.841875,217.151125,214.147875,5.05683
848,6.2345,8.33,6.765,3.2975,0.3225,3.7425,5.415,8.33,6.765,0.3225,3.7425,10.93,24.64105,1.020511,0.98979,1.131305,26588.7625,22083.2625,7087.49375,667.940125,33330.45,30008.3875,26955.3625,20804.4,7114.97125,311.72675,1.01023,0.770714,27288.6,131.876875,61.579112,67.879037,60.026787,70.00665,41.032888,0.32801,32.4251,1.029318,-1.53488,0.198688,79.3471,160.932625,135.03675,179.928,174.940875,80.6871,133.142125,172.311875,172.4395,172.078,173.77525,172.714875,217.83525,214.913875,4.730245
849,6.1795,8.16,6.675,3.4725,0.2775,3.4175,4.7725,8.16,6.675,0.2775,3.4175,10.9825,24.125837,1.019828,0.987151,1.125786,26746.7625,21472.7125,7127.94,688.583625,33998.0625,30285.025,27722.5375,21190.45,7105.37,319.871875,0.999541,0.770701,27766.25,133.9345,61.664075,67.872338,56.120362,69.79785,41.045537,0.720673,29.278225,0.985889,-1.525121,0.14304,77.729112,161.695,135.197625,179.99125,174.94325,79.758837,132.77625,172.29975,172.376,171.963125,173.6275,172.38975,217.794,214.8575,4.258919
850,6.1735,8.8,6.655,30.2,0.6225,4.895,59.33,8.8,6.655,0.6225,4.895,10.92,23.991338,1.01998,0.987037,1.124461,24282.45,21343.2375,7146.02375,641.852125,30687.0125,27646.525,25102.1125,19155.0625,7111.75625,335.381875,0.998145,0.770811,25076.0125,132.877,60.464625,67.7331,56.083975,69.914012,41.005375,3.974979,26.273338,1.026627,-1.573453,0.182556,80.505062,164.01625,135.151375,180.25975,175.007875,82.576975,134.408375,173.045875,172.966,172.46725,174.145875,172.611625,217.844125,214.771125,4.620369
851,6.0705,7.985,6.63,3.5375,0.2975,3.26,4.72,7.985,6.63,0.2975,3.26,11.17,24.066237,1.018306,0.990438,1.124738,31560.975,23583.725,7208.33,622.363125,35526.3875,31238.175,29001.275,22670.2125,7121.19125,353.6705,1.005322,0.780915,29176.1875,145.33875,62.46705,68.206613,59.998875,69.960425,41.249837,13.592612,27.916925,1.22042,-1.465574,0.342589,84.427212,169.82725,135.07475,179.92675,175.074375,87.682587,137.38825,174.36975,173.94325,173.549625,174.492625,172.83375,218.344875,215.583875,2.149089
852,6.1215,6.8,5.8575,10.7275,0.4725,3.7125,6.645,6.8,5.8575,0.4725,3.7125,11.135,23.7169,1.006563,0.972391,1.12132,36264.425,29620.025,7120.39,21.55435,44982.975,40200.6375,33988.2375,26852.8625,7156.83375,317.74775,1.010049,0.789794,34355.875,172.3965,64.351425,67.967988,59.981988,70.101362,41.426662,20.1296,36.7442,1.204721,-1.667269,0.295191,85.599675,181.185125,167.0355,180.014375,199.937625,90.447163,140.671625,196.08525,191.2195,190.690375,185.8045,183.690875,218.304125,215.054875,2.34456
853,6.287,5.0625,4.385,25.0225,0.39,3.0275,11.11,5.0625,4.385,0.39,3.0275,10.9175,23.894575,1.005939,0.968861,1.12323,36290.1,30256.5875,6783.0325,270.935713,44521.1,40467.9,34269.525,27142.325,7163.63625,309.236,0.998756,0.791513,34269,175.402125,65.535775,67.865025,59.951013,69.91015,41.664812,20.130138,39.459675,1.137682,-1.581185,0.199459,85.069725,184.13375,161.535625,182.941375,204.615875,89.986025,139.4925,195.6635,191.500625,190.96675,187.030625,182.02725,218.106125,215.04325,2.814363
854,6.228,4.885,4.8975,30.025,0.27,2.2175,15.1075,4.885,4.8975,0.27,2.2175,11.4375,24.3083,1.011035,0.971027,1.127347,39662.725,33291.2625,7092.55125,1358.29375,49138.5375,43944.5,38892.425,30761.7375,7160.6325,315.453,1.006276,0.78949,39135.425,187.961125,64.788125,68.043575,60.04225,70.0091,41.496037,22.1799,40.761675,1.218944,-1.577451,0.247444,85.164812,189.140625,167.80575,182.871875,204.765125,90.4492,140.3795,200.488,195.067125,194.509125,189.100375,183.812375,218.316875,215.508,2.159232
855,6.254,7.46,6.0675,65.36,0.435,4.5225,19.87,7.46,6.0675,0.435,4.5225,11.335,4.495445,1.006936,0.966784,0.948908,38583.6,35783.6375,6288.5725,1136.60125,48290.225,44113.075,37966.25,30401.25,7177.63375,294.544375,1.008559,0.800322,38301.5,198.87225,64.947275,67.97255,59.990175,69.892062,41.43675,22.192775,37.30295,1.226003,-1.598664,0.255126,85.389113,198.23525,162.690125,182.91,200.01825,90.407725,140.814875,198.256875,193.735875,193.22625,188.58275,183.118375,218.471625,215.5965,2.041237
856,6.119,7.335,5.96,45.4025,0.4325,4.4875,14.04,7.335,5.96,0.4325,4.4875,11.175,5.744525,1.003093,0.964367,0.958566,38734.375,34056.85,6448.8725,1403.84,48485.2125,43852.925,37927.5,30372.4125,7097.005,378.231875,1.009754,0.799963,38320.4125,191.057125,64.969988,67.958587,60.028312,70.015275,41.3997,22.20185,37.288938,1.19221,-1.706051,0.218684,84.374125,196.4055,174.229,182.8985,199.988,88.10295,138.766625,203.70725,197.862875,197.2885,191.188625,185.615,218.433375,215.44275,2.450491
857,6.0195,6.15,5.16,34.515,0.3275,3.73,10.375,6.15,5.16,0.3275,3.73,11.19,5.760765,1.000857,0.962007,0.958635,36252.1,32064.4375,6438.45,1524.01375,46161.425,41490.8625,35921.8125,28792.2,7083.13875,390.06525,1.008329,0.80003,36265.325,181.867125,63.403363,68.08825,59.93415,70.080038,41.840412,22.183663,36.519087,1.220561,-1.722338,0.252995,84.310987,189.62525,181.493375,182.886125,200.02675,88.164037,139.2585,206.038875,199.76125,199.141,192.43175,186.699875,218.628625,215.536375,2.512859
858,6.2165,5.5,4.6,21.995,0.1825,2.66,8.6375,5.5,4.6,0.1825,2.66,11.345,6.919456,0.999843,0.959696,0.967834,36843.8,31423,6926.085,1704.32125,46186.0375,41035.1375,36030.6875,28809.6375,7004.87,468.91425,1.007702,0.799938,36283.075,178.77575,64.821112,68.228538,59.985625,70.171575,41.65335,22.170675,36.537638,1.159641,-1.932169,0.180196,79.3609,187.627125,186.571875,183.058,200.00175,82.7616,136.887,207.977375,201.071125,200.3855,193.041875,186.3715,218.37,215.39775,2.574931
859,6.2445,5.785,4.7,24.73,0.2175,2.735,9.3975,5.785,4.7,0.2175,2.735,11.13,7.444815,0.99411,0.956281,0.971984,37150.4125,33118.4,6783.145,553.46975,48053.2,42684.35,35955.8625,28828.2625,7104.1,370.426625,1.000255,0.800473,35989.3,187.282375,64.96515,68.0711,60.024313,69.979687,41.4159,22.1799,38.155337,1.108368,-1.945559,0.136191,83.722863,187.790375,189.793,182.902625,200.0215,89.250937,139.78475,209.975125,203.048625,202.471375,194.666125,189.4015,218.128,215.247375,2.330366
860,6.242,4.75,4.1225,29.175,0.2775,2.795,10.7575,4.75,4.1225,0.2775,2.795,11.09,7.725061,0.995433,0.958899,0.974178,35155.1,31431.475,6686.47125,253.511875,46940.05,42225.05,36012.9,28781.875,7143.58125,332.6045,0.977907,0.79984,35207.5,177.6435,65.151,67.982075,60.025488,70.066537,41.841925,22.192338,38.542525,1.144511,-1.911396,0.173268,85.035162,186.949125,183.316875,182.9255,200.0035,90.192988,140.491625,206.479375,200.290375,199.77225,192.825875,187.843875,218.215125,215.33575,2.565446
861,6.2885,5.0375,4.415,24.695,0.24,2.6925,10.1225,5.0375,4.415,0.24,2.6925,10.9275,7.719416,0.99491,0.957728,0.973894,35591.925,30816.175,6489.64625,210.646337,44981.9,41002.925,35048.6875,28028.7625,7121.285,354.71525,0.977658,0.799864,34223.9,176.146875,63.569913,67.907488,59.988025,70.023225,41.776475,22.213275,37.837688,1.298195,-1.804468,0.305416,84.423063,188.585375,180.672625,183.00425,204.2985,88.677737,140.036125,205.299,199.310125,198.6795,192.293375,187.0135,218.744625,215.686625,2.7065
862,6.2485,5.7775,4.93,23.42,0.3125,2.99,9.99,5.7775,4.93,0.3125,2.99,11.0425,7.756995,0.996799,0.958538,0.974418,35992.3125,32999.9125,6530.3425,160.503406,45264.1125,40653.5875,34977.4,28040.125,7110.04125,360.2705,0.9786,0.800688,34243.4125,187.529625,63.858137,68.030662,60.015087,69.919962,41.646912,22.195463,38.105925,1.128926,-1.985816,0.119878,82.978938,188.593,172.75875,182.96875,204.43075,87.039263,139.898375,200.641125,195.82325,195.199875,189.972375,184.743125,218.056625,215.318875,2.690621
863,5.87,7.5825,6.0925,16.3275,0.355,3.94,8,7.5825,6.0925,0.355,3.94,11.1125,7.9807,1.006857,0.967494,0.97614,36310.625,30029.2375,6448.14625,565.3555,42920.2125,38717.1875,34992.5375,27989.9,7115.635,359.670125,0.977507,0.799667,34230.3875,173.798625,63.811287,67.898463,60.017263,69.968575,41.770675,22.156938,39.131,1.211441,-1.879123,0.205065,79.82035,164.498,150.136625,183.01575,195.604,83.959412,136.83375,180.370625,179.980875,179.42625,179.741125,174.3965,218.6195,215.532375,2.759524
864,5.839,8.41,6.9,16.7275,0.33,4.0375,9.245,8.41,6.9,0.33,4.0375,11.375,7.502319,1.004466,0.965194,0.972296,37923.15,30752.1875,6765.06875,624.403,46231.475,41801.425,38013.6625,30374.0125,7113.8175,361.727125,0.977934,0.799715,37150.375,178.927,62.817212,67.628625,60.0724,69.91045,41.34045,8.610599,40.094075,1.238983,-1.96366,0.197716,80.943213,162.79975,152.995875,183.016125,192.121625,86.27935,138.144,181.99675,181.38525,180.891625,180.700375,175.1825,218.62525,215.569,2.837811
865,6.1145,10.0625,8.0475,15.955,0.385,4.985,8.45,10.0625,8.0475,0.385,4.985,11.2225,7.197959,1.006386,0.968264,0.969664,37855,26755.5625,6358.04,24.380987,43188.425,38395.875,34958.4625,27990.1625,7122.76875,351.847125,0.977283,0.800397,34196.6,160.68075,63.092887,67.80135,60.065325,70.047725,41.674712,8.579751,42.078763,1.315245,-1.814375,0.264859,79.72835,163.340875,134.983125,182.942125,178.350875,82.738862,135.8355,171.324625,173.151125,172.594875,175.37825,170.239125,218.92,215.86975,2.932291
866,6.0015,7.155,5.74,10.685,1.0875,4.7325,6.3325,7.155,5.74,1.0875,4.7325,10.94,6.552392,0.995831,0.952436,0.964651,31951.4125,26531.7625,7065.37,43.922851,42444.7125,37642.1625,32978.3,26412.7375,7114.1225,362.97825,0.976496,0.800379,32220.25,160.327875,64.841775,67.444163,59.860125,69.896362,40.962575,8.5671,47.3118,1.308785,-2.100853,0.257688,79.448125,181.1045,168.705625,183.312625,204.725,83.122175,136.589375,196.128375,192.320875,191.6655,187.731625,181.687875,218.88425,215.748875,2.70912
