,425 SAO Al,Octanol PPM,Hexanol PPM,Ethanol PPM,Dodecanol PPM,Decanol PPM,Butanol PPM,%nC8OH,%nC6OH,%nC12OH,%nC10OH,%Al2O3_bM,AYC55580,DI55102,DI55152,DI55580,FC42428,FC52018,FC55003,FC55009,FC55102,FC55152,FC55552,FC55555,FC55569,FC55576,FFC55553,FFC55555,FYC55553,II52554,LC52572,LC55553,LC55555,LC55557,LC55568,LC90366,LC90368,PI55004,PI55020,PI55560,TC52015,TC55552,TC55553,TC55555,TC55566,TI40050,TI52014,TI55013,TI55014,TI55015,TI55016,TI55017,TI55021,TI55023,VI52558B
0,6.367,2.2825,1.815,61.5675,0.7,1.44,28.035,2.2825,1.815,0.7,1.44,10.1775,12.88175,0.974731,0.940558,1.012801,42074.0625,46438.025,5575.1675,509.759375,51871.95,47267.7375,39371.9,30782.925,6903.34375,350.675625,1.050615,0.783888,41249.1,245.80225,64.249363,61.999462,60.10375,66.328387,40.148763,1.969141,48.257837,1.677393,-0.281603,-0.056857,89.231687,183.924875,182.975,179.944625,212.479625,87.752325,134.54025,208.061375,201.212125,195.88875,192.50275,191.092125,214.81525,213.118,5.073701
1,6.275,3.1675,2.465,88.56,1.6875,1.8625,48.4,3.1675,2.465,1.6875,1.8625,9.7725,9.893365,0.956563,0.932196,1.006004,41565.075,40878.55,5861.28625,725.076125,53195.825,49087.6375,40535.3625,31579.875,6946.73375,403.84575,1.074689,0.780579,43514.225,218.702875,65.463513,62.0711,59.942812,66.063187,39.877163,3.023179,63.541988,1.274842,-0.534863,-0.434021,86.971537,186.18375,170.173375,182.251625,199.779625,88.9483,150.105,200.60675,195.456125,189.9645,189.220125,187.461875,213.762,212.036375,5.144685
2,6.22,5.58,4.135,33.1675,1.3625,2.965,12.8275,5.58,4.135,1.3625,2.965,10.2475,9.818061,0.957275,0.940403,0.997173,41805.925,42333.7625,6311.76125,594.534375,52254.475,47433.4,40352.475,31459.375,7045.35625,381.575625,1.087941,0.780329,43854.5625,224.74125,64.9608,62.016663,60.0191,66.016262,39.9845,2.962885,59.998425,1.021034,-0.465725,-0.09973,83.02095,182.892,143.58625,182.024375,188.72875,85.061875,148.914875,183.434,182.33125,177.297375,180.62675,179.043625,215.09175,212.314875,4.89519
3,6.368,2.5875,1.9125,2.52,0.9775,2.1075,2.545,2.5875,1.9125,0.9775,2.1075,8.315,10.478632,0.94957,0.952965,1.005267,39428.6625,34153.325,6860.8775,1176.76375,46819.0125,42535.35,38736.6125,30267.4125,6259.05125,749.62125,1.018606,0.781364,39321.3,194.411875,58.453787,65.043575,60.158662,65.151425,40.00235,30.561875,20.697387,1.248772,-0.034412,0.232729,81.186025,177.71925,165.637625,180.165,211.03625,81.981488,148.271625,197.063,192.50875,186.844625,186.412375,184.049625,215.8525,214.17275,3.804337
4,6.2925,1.1275,0.8675,14.9625,1.0825,0.9525,4.7325,1.1275,0.8675,1.0825,0.9525,8.66,7.564594,0.929841,0.89768,0.952623,27136.8875,33006.6625,3774.0075,1015.725125,43328.9625,41699.525,24911.0625,19634.875,5820.73375,778.56,0.899561,0.788263,22259.425,179.64875,63.6749,65.0424,59.155888,66.500138,40.110312,71.395463,19.340425,1.160618,-0.033727,0.651006,83.360712,154.78375,202.454625,179.856875,215.285625,81.326375,134.860875,209.681375,204.404,200.013375,196.542125,195.468625,219.093875,217.521125,2.807049
5,6.1005,6.225,10.1075,74.4125,1.4425,3.4075,262.2125,6.225,10.1075,1.4425,3.4075,10.2725,7.963786,0.927172,0.904038,0.955171,29281.3375,29202.9125,4210.91,940.364,46869.65,44049.7,28108.2375,22048.4125,6311.6625,759.83025,0.885487,0.782277,24827.675,164.35275,65.033062,65.437775,59.754225,68.129513,40.272487,45.341437,17.993337,2.063852,-0.212197,0.858863,87.726888,164.454125,197.616625,179.84475,208.51475,84.069938,135.297625,209.297125,203.82825,199.607125,195.737125,194.56075,219.881,218.387375,3.637194
6,5.969,3.4275,2.405,7.245,0.935,2.2725,4.6475,3.4275,2.405,0.935,2.2725,10.3925,7.963786,0.927172,0.904038,0.955171,29281.3375,29202.9125,4210.91,940.364,46869.65,44049.7,28108.2375,22048.4125,6311.6625,759.83025,0.885487,0.782277,24827.675,164.35275,65.033062,65.437775,59.754225,68.129513,40.272487,45.341437,17.993337,2.063852,-0.212197,0.858863,87.726888,164.454125,197.616625,179.84475,208.51475,84.069938,135.297625,209.297125,203.82825,199.607125,195.737125,194.56075,219.881,218.387375,3.637194
7,5.858,2.935,2.075,10.8475,1.12,1.8175,2.83,2.935,2.075,1.12,1.8175,10.915,7.963786,0.927172,0.904038,0.955171,29281.3375,29202.9125,4210.91,940.364,46869.65,44049.7,28108.2375,22048.4125,6311.6625,759.83025,0.885487,0.782277,24827.675,164.35275,65.033062,65.437775,59.754225,68.129513,40.272487,45.341437,17.993337,2.063852,-0.212197,0.858863,87.726888,164.454125,197.616625,179.84475,208.51475,84.069938,135.297625,209.297125,203.82825,199.607125,195.737125,194.56075,219.881,218.387375,3.637194
8,6.4445,3.0925,2.185,13.7725,1.6675,1.9025,2.97,3.0925,2.185,1.6675,1.9025,11.0225,7.963786,0.927172,0.904038,0.955171,29281.3375,29202.9125,4210.91,940.364,46869.65,44049.7,28108.2375,22048.4125,6311.6625,759.83025,0.885487,0.782277,24827.675,164.35275,65.033062,65.437775,59.754225,68.129513,40.272487,45.341437,17.993337,2.063852,-0.212197,0.858863,87.726888,164.454125,197.616625,179.84475,208.51475,84.069938,135.297625,209.297125,203.82825,199.607125,195.737125,194.56075,219.881,218.387375,3.637194
9,6.2485,3.0925,2.185,13.7725,1.6675,1.9025,2.97,3.0925,2.185,1.6675,1.9025,11.0225,7.963786,0.927172,0.904038,0.955171,29281.3375,29202.9125,4210.91,940.364,46869.65,44049.7,28108.2375,22048.4125,6311.6625,759.83025,0.885487,0.782277,24827.675,164.35275,65.033062,65.437775,59.754225,68.129513,40.272487,45.341437,17.993337,2.063852,-0.212197,0.858863,87.726888,164.454125,197.616625,179.84475,208.51475,84.069938,135.297625,209.297125,203.82825,199.607125,195.737125,194.56075,219.881,218.387375,3.637194
10,6.335,3.0925,2.185,13.7725,1.6675,1.9025,2.97,3.0925,2.185,1.6675,1.9025,11.0225,7.963786,0.927172,0.904038,0.955171,29281.3375,29202.9125,4210.91,940.364,46869.65,44049.7,28108.2375,22048.4125,6311.6625,759.83025,0.885487,0.782277,24827.675,164.35275,65.033062,65.437775,59.754225,68.129513,40.272487,45.341437,17.993337,2.063852,-0.212197,0.858863,87.726888,164.454125,197.616625,179.84475,208.51475,84.069938,135.297625,209.297125,203.82825,199.607125,195.737125,194.56075,219.881,218.387375,3.637194
11,6.072,3.0925,2.185,13.7725,1.6675,1.9025,2.97,3.0925,2.185,1.6675,1.9025,11.0225,7.963786,0.927172,0.904038,0.955171,29281.3375,29202.9125,4210.91,940.364,46869.65,44049.7,28108.2375,22048.4125,6311.6625,759.83025,0.885487,0.782277,24827.675,164.35275,65.033062,65.437775,59.754225,68.129513,40.272487,45.341437,17.993337,2.063852,-0.212197,0.858863,87.726888,164.454125,197.616625,179.84475,208.51475,84.069938,135.297625,209.297125,203.82825,199.607125,195.737125,194.56075,219.881,218.387375,3.637194
12,6.5785,4.2475,3.385,4.0225,1.0775,2.9225,3.8875,4.2475,3.385,1.0775,2.9225,11.2275,11.31025,0.923999,0.960335,0.981004,41361.3625,35227.5,6404.9075,1036.846125,48168.2875,41309.075,39310.4875,30609.7,6275.0875,717.1385,1.000312,0.77989,39252.0375,195.29675,61.03665,66.890587,50.093425,72.074962,39.438888,3.291991,46.788125,1.584563,-0.257352,0.61709,76.92815,163.250875,163.398875,179.920375,180.027125,77.685037,134.490375,190.26175,187.02675,186.196875,182.74075,181.522,217.42125,216.10975,3.248445
13,6.349,3.5175,2.78,6.795,1.0075,2.47,3.415,3.5175,2.78,1.0075,2.47,11.1275,10.921425,0.919296,0.952434,0.977259,40288.225,33993.0625,6064.25625,1190.9975,49231.925,43962.9875,40011.35,31105.3875,6275.49,721.374,1.000206,0.777334,39991.3125,189.038375,62.141325,66.020287,49.9593,72.020625,39.314388,3.36611,47.964525,1.078798,-1.13956,0.091434,82.3288,162.649125,174.632625,179.86725,179.886125,82.03985,135.582,196.718375,192.32975,191.542625,186.491625,185.27075,216.032125,214.50425,3.053789
14,6.3405,1.8225,1.61,18.6575,0.555,1.3025,4.725,1.8225,1.61,0.555,1.3025,10.1275,10.507125,0.888482,0.92622,0.96694,38711.9,34130.3375,5050.315,1560.41875,51089.8125,45925,38256.0625,29801.1125,6675.5575,320.75175,0.999735,0.779558,38223.65,189.902,64.586637,66.045825,50.054162,72.052787,37.401325,3.440984,49.129575,3.459819,-0.078157,2.502846,84.842887,177.8865,240.0365,179.861875,220.775125,84.808988,137.677125,237.433625,224.20875,223.252125,207.742375,206.84925,222.498875,221.835,3.763607
15,6.3185,1.085,1.08,20.355,0.39,0.735,4.82,1.085,1.08,0.39,0.735,10.6525,10.398663,0.880112,0.924038,0.968148,37003.2875,36347.45,5079.16125,1704.70375,52009.5375,47173.975,39483.525,30785.225,6714.9875,284.621,1.000228,0.779995,39455.1875,199.112,65.356912,65.868287,50.067462,72.079612,37.686625,9.08706,42.636513,3.489116,-0.003669,2.553246,85.976413,179.67775,239.4895,179.874375,220.553,84.221287,137.834875,237.335125,224.235125,223.1875,207.727625,206.68975,222.493625,221.798375,3.598052
16,6.3065,1.085,1.0075,28.6075,0.4825,0.7975,5.0475,1.085,1.0075,0.4825,0.7975,10.2525,10.271975,0.872761,0.920025,0.967234,37171.15,35986.825,5529.63375,1733.63125,51479.2375,46786.9375,39410.75,30743.5125,6756.84,240.133125,0.9998,0.779999,39416.725,197.948875,64.684275,65.817037,50.012788,72.004413,37.32045,18.98175,35.730187,3.15023,0.026418,2.199504,80.56935,180.356375,239.327125,179.898,219.11025,79.862125,134.15475,237.101,224.181125,223.15075,207.78,206.766625,221.679125,220.866,3.678133
17,6.1665,1.18,1.0825,17.97,0.445,0.8475,4.005,1.18,1.0825,0.445,0.8475,10.2075,10.323438,0.868698,0.923645,0.968611,37543.7625,34277.725,5929.2125,1921.7375,51177.5875,44835.1875,39537.4125,30783.4125,6730.8975,271.13475,1.000013,0.779909,39514.8375,190.226,64.824537,66.001237,50.004762,71.962137,37.230112,20.21065,28.558087,3.205759,0.05761,2.265182,78.323862,180.617875,240.22475,179.96275,218.928,77.916938,132.795625,236.212375,222.960875,221.874875,206.638125,205.276875,221.80675,220.92475,3.385801
18,5.844,1.2725,1.105,11.08,0.4825,0.95,3.375,1.2725,1.105,0.4825,0.95,10.3375,10.081622,0.863736,0.924925,0.967733,39758.0375,46616.125,6418.28625,1914.14625,51646.6125,44675.875,39728.7875,30964.2625,6701.84,297.94625,1.000114,0.780164,39698.525,246.179125,63.845,66.028625,49.924612,72.0849,37.663463,20.1595,26.447588,2.906536,0.042752,1.988624,75.533538,182.619,238.908125,179.98425,217.66625,75.6134,133.617125,236.36725,222.928,221.850125,206.57325,205.125875,220.978125,219.9835,3.833484
19,5.801,1.075,1.0175,13.34,0.51,0.8625,3.395,1.075,1.0175,0.51,0.8625,10.49,10.128606,0.863585,0.929121,0.963714,39957.825,40081.775,6467.415,1360.01,50375.475,44825.35,39451.0875,30826.7875,6695.54125,316.853,1.00021,0.780064,39469.0625,216.463,67.356662,65.762412,49.956337,71.979663,37.0608,20.705962,24.4326,2.871864,0.004232,1.957121,84.1735,184.611375,225.077625,183.513,217.910875,83.043738,135.26025,229.265625,218.16275,217.273375,204.50375,203.25825,220.85775,219.68525,3.277087
20,6.044,2.4225,2.715,38.2875,0.79,1.935,93.0725,2.4225,2.715,0.79,1.935,10.47,10.361075,0.898364,0.93529,0.966342,42366.875,36122.8,6285.035,1387.47375,51359.8375,45884,40681.0875,31710,6682.3925,307.875375,1.000001,0.780122,40657.425,198.119125,63.922313,66.152525,50.021925,71.9925,37.156025,20.794625,27.339325,1.96516,-0.002971,1.010517,82.910463,186.493875,207.31125,181.990875,210.739,84.528213,134.00325,219.95325,210.82275,209.854875,199.16,198.067375,218.125125,216.999,3.584528
21,6.205,3.47,2.78,17.2325,0.9825,2.55,8.2525,3.47,2.78,0.9825,2.55,10.765,10.539025,0.931595,0.943119,0.966364,39634.15,35421.5375,6273.33375,1812.225,50355.1625,44941.7,41023.4375,31983.1,6661.95,338.964875,0.999205,0.779774,40994.7125,195.410625,65.520775,66.075812,50.018963,71.958737,37.342525,23.28745,27.970775,1.952716,-0.03653,0.999034,83.834313,152.402375,196.26325,179.944375,204.454375,86.735875,133.812875,204.884125,198.748375,197.95075,190.432875,189.43775,218.422875,217.239625,2.772515
22,6.1495,3.89,2.9675,14.4675,0.9575,2.815,5.4875,3.89,2.9675,0.9575,2.815,10.7675,10.699513,0.928611,0.943624,0.966277,39572,35249.1125,6563.10625,1873.83125,50308.2875,44574.5625,41052.9625,31968.3,6656.0975,345.213,1.000298,0.779685,40984.2125,194.06675,65.105063,66.062725,49.976813,72.012675,37.3971,23.26,23.398338,1.957066,-0.059076,0.989332,84.612425,152.298625,198.354125,179.977125,204.568625,87.8185,133.197875,205.691125,199.382,198.54775,190.70175,189.671625,218.290375,217.29375,2.704526
23,6.116,3.375,2.5875,14.815,0.9875,2.43,5.5125,3.375,2.5875,0.9875,2.43,10.74,10.675538,0.924765,0.942041,0.965209,39612.9625,35808.3625,6301.4975,1898.29375,50132.9375,44639.05,40991.4625,31977.0125,6665.2125,335.895125,0.999906,0.780236,40977.25,196.706875,65.119388,65.927638,50.02065,72.082738,37.504925,23.2276,19.34075,2.057249,-0.068069,1.083428,84.76425,151.369,199.4025,179.91825,204.788125,87.308913,132.439625,205.994625,199.674875,198.845125,190.938,189.679,218.438,217.488125,2.85242
24,6.132,3.3575,2.63,12.95,0.9575,2.45,4.6625,3.3575,2.63,0.9575,2.45,10.595,10.444413,0.923478,0.940883,0.962861,39438.5875,33203.6375,6162.1375,1780.37375,47162.5375,42801.725,38824.75,30245.0625,6675.09875,328.10675,0.999784,0.779711,38791.3,185.8585,65.166687,65.984313,50.066125,72.015975,37.642875,27.898138,17.71605,1.68354,-0.098971,0.708307,84.740825,150.187375,197.846,179.876375,204.338875,85.806175,131.834375,204.80025,198.87175,198.061875,190.636875,189.345625,217.42975,216.4055,2.908262
25,6.052,3.7,2.855,8.82,0.9925,2.705,4.135,3.7,2.855,0.9925,2.705,10.66,10.43815,0.921623,0.942566,0.961159,39826.7,43074.6,6274.385,1740.13375,47566.1,42605.775,39102.0375,30491.125,6665.28,334.687625,1.000252,0.779972,39109.45,230.642,68.806012,66.115962,50.03765,72.050138,37.332625,31.127225,18.199625,2.272385,-0.068632,1.298545,85.237938,151.356375,195.74375,179.916625,204.973125,85.543262,134.268,203.687125,197.943625,197.108375,189.863625,188.506125,219.0505,218.187125,3.487339
26,6.404,3.23,2.6,7.5625,0.95,2.3725,3.74,3.23,2.6,0.95,2.3725,10.5325,10.489937,0.915639,0.938438,0.961525,39075.65,37602.725,6851.4025,2075.04375,46739.925,41627.9875,38373.5125,29940.8625,6651.8775,349.630875,1.00026,0.780266,38362,205.852625,65.11395,66.037537,50.09115,71.920763,41.549737,38.420563,17.8472,1.615354,-0.144859,0.631678,81.772675,149.17675,207.48625,179.94825,204.736875,81.344112,132.544,209.41,202.401875,201.46725,192.702,190.98675,217.576625,216.100625,2.903756
27,6.4935,3.5525,2.8025,7.205,1.1625,2.7875,3.9025,3.5525,2.8025,1.1625,2.7875,10.465,10.305137,0.918493,0.940723,0.959329,33722.4875,28806.175,6653.4825,1651.0925,40730.4125,36942.4625,34204.8625,26633.1125,6640.46125,360.264625,0.991217,0.779199,33902.8625,166.850875,64.69465,65.737525,49.924413,71.9407,40.971663,47.070963,15.493113,2.013185,-0.044891,1.02886,84.9977,145.104375,195.17575,180.03275,204.85325,83.357575,130.82125,201.7885,196.60425,195.738625,189.086375,187.24125,218.600625,217.372875,3.276514
28,6.239,3.42,2.6625,2.2825,0.805,2.3475,3.4075,3.42,2.6625,0.805,2.3475,10.505,10.608075,0.917238,0.941885,0.961217,33076.1625,26314,6585.79375,1594.95875,36674.0375,33200.65,30760.8375,23940.025,6645.28875,353.725125,1.001853,0.779343,30831,164.734125,61.997037,66.059562,49.964375,72.184138,41.085875,50.04245,15.956725,2.47217,-0.023833,1.565818,80.75515,139.5045,194.405625,179.884625,204.826625,79.9756,126.042,200.84975,195.713125,194.737625,188.343375,183.3,219.8975,218.801875,2.642079
29,6.32,3.625,3.01,2.3975,0.7825,2.3775,3.55,3.625,3.01,0.7825,2.3775,10.5675,9.982231,0.906842,0.935653,0.954699,30608.625,38481.8875,6350.9875,1839.3475,42411.1875,38331.7,32815.0375,25573,6667.865,333.292125,1.093556,0.779648,35861.6875,214.952,69.605937,65.960212,49.935325,72.031213,41.1884,50.044038,19.417125,1.879716,-0.080905,0.944584,84.23535,136.71025,199.91575,179.8905,214.157375,83.0287,151.275625,204.762,199.720875,198.8085,191.32875,183.55425,218.28,217.052875,1.990417
30,6.35,3.5325,3.35,3.465,0.9225,2.21,4.14,3.5325,3.35,0.9225,2.21,10.9125,10.979625,0.917769,0.944785,0.962207,30796.4875,34177.8375,6958.7725,1308.7275,36477.4875,32813.1875,30961.5625,24199.725,6631.98125,365.793625,0.994834,0.780805,30780.425,194.151875,64.690725,65.98385,49.9772,71.990787,41.105,51.367612,15.983137,2.587925,-0.049503,1.679645,80.392675,138.750375,178.820375,180.0185,218.22975,79.34815,147.259375,192.61525,189.56925,188.5855,184.45025,176.637,220.238875,219.293375,2.323516
31,6.2575,5.865,5.1,3.3275,1.3325,3.695,5.07,5.865,5.1,1.3325,3.695,11.1175,11.01965,0.919039,0.945966,0.959702,32257.3625,24914.8,6598.35875,1064.7125,37571.8,34046.3125,31958.5125,24915.8625,6640.0525,362.26,0.988783,0.779721,31636.2375,155.01975,64.243713,65.959587,50.062213,71.996075,40.91195,59.0408,17.387013,2.579426,-0.047953,1.652854,82.712425,140.725125,166.78675,179.94375,218.21975,81.085737,144.855125,185.798125,184.488875,183.558,181.196625,173.715125,220.226375,219.09475,2.066838
32,6.033,5.71,5.0825,3.325,1.2225,3.2825,5.005,5.71,5.0825,1.2225,3.2825,11,10.728288,0.920359,0.947217,0.955668,32351.0375,25177.2375,6508.06,659.118125,37447.7125,33851.175,32239.725,25071.9125,6614.75875,383.30225,0.998151,0.780215,32110.875,155.282375,61.170063,65.917,49.9576,71.906638,40.8507,66.529287,13.875075,2.366927,-0.016696,1.410715,82.633588,148.6375,145.017625,180.027875,172.913,83.099125,148.573375,174.617625,175.9515,175.185875,175.914875,168.743,219.692125,218.473875,2.371505
33,6.0605,4.425,3.51,2.575,0.9475,2.6475,3.3475,4.425,3.51,0.9475,2.6475,10.65,10.596438,0.915793,0.941213,0.955819,37201.375,30962.75,6511.3175,1055.024,43756.3,38843.8375,37229.075,29048.225,6645.665,353.221875,0.990676,0.779915,36888.9875,182.560625,60.492475,66.206213,50.014612,71.991225,41.2393,72.995762,15.209225,2.593306,-0.025753,1.613501,79.602438,154.535875,161.145625,179.97975,175.087125,78.7754,146.3025,184.699625,183.87225,182.99725,180.75825,172.84925,220.3695,219.1855,2.526834
34,6.299,4.1175,3.24,2.7575,1.0525,2.8125,3.025,4.1175,3.24,1.0525,2.8125,10.9625,10.723513,0.91639,0.944318,0.955074,36923.0375,28664.375,6815.18,902.20725,42135.75,37696.6125,36155.7625,28249.875,6604.26375,397.052625,0.99342,0.779995,35924.3625,170.42775,60.742438,65.902612,49.936763,71.91415,41.154163,82.535087,14.802925,2.455241,-0.02443,1.44391,83.04805,159.32225,156.577,179.964125,179.9355,81.898237,145.949125,184.0115,183.45075,182.617125,180.73575,173.334,219.79375,218.645375,2.749883
35,6.414,4.93,3.99,2.965,1.115,3.23,3.645,4.93,3.99,1.115,3.23,11.165,10.977462,0.918117,0.946672,0.956216,33260.025,26501.975,6595.8325,745.662125,39277.4125,35394.2125,33861.4625,26416.7,6629.47125,369.293,0.984463,0.780192,33340.325,160.2065,60.284575,66.032687,49.903075,72.01835,41.081412,83.230937,14.968063,2.044107,-0.090778,1.083926,88.46965,160.281,152.567375,179.985125,179.869625,86.130512,147.024,182.62525,182.305375,181.519625,180.01675,173.482125,218.585875,217.3405,2.341579
36,6.4855,4.7675,3.8125,1.7525,0.92,2.9125,3.345,4.7675,3.8125,0.92,2.9125,11.2775,11.114562,0.921911,0.948238,0.955644,34596.3125,26581.0625,6443.58625,743.9505,38449.85,34250.0875,33322.95,25994.0875,6645.50125,352.09575,0.989507,0.781195,32917.1,161.210875,64.137487,65.846913,49.965863,71.9864,41.02065,83.138612,15.382275,2.388676,-0.086627,1.440749,83.851475,160.596,148.813625,179.96175,179.959125,80.73115,145.612,180.181125,180.515375,179.61875,178.86025,171.567125,219.3225,218.40625,2.494063
37,6.54,6.2575,5.1975,2.38,1.025,3.6075,4.2525,6.2575,5.1975,1.025,3.6075,11.5775,11.491638,0.923065,0.943284,0.958079,34792.6,29045.4375,6900.33125,737.5205,40436.55,36707.2125,34994.4625,27293.4,6623.4,374.82925,0.990965,0.780529,34692.8,172.67125,63.936525,65.847013,49.936013,72.306438,41.1108,83.0301,15.942975,1.933616,-0.085967,0.966422,77.324562,161.058125,147.9965,179.96275,179.9685,77.911313,146.394,180.804375,181.097125,180.15025,179.416875,170.419375,218.31475,217.015625,3.004036
38,6.6245,7.0575,6.0625,2.635,1.2275,4.16,4.815,7.0575,6.0625,1.2275,4.16,11.8,11.699075,0.918543,0.938429,0.957579,34706.325,26892.65,6930.575,1040.910375,39422.0625,34790.4625,34501.6875,26888.075,6618.31875,382.102,0.989759,0.780161,34108.9,163.460125,63.92355,66.0179,49.999375,72.090937,40.214875,82.9773,15.189125,2.87726,-0.012369,1.881864,83.93045,170.63875,170.544625,181.796625,204.355625,85.924113,149.001625,192.886,189.5615,188.11625,184.53625,174.194125,221.00725,219.906375,2.419436
39,6.5165,2.045,2.0225,4.765,0.53,1.2725,3.01,2.045,2.0225,0.53,1.2725,10.63,10.523412,0.88631,0.902686,0.941238,36366.2125,30940.125,7214.715,1375.62625,47936.6,42384.3625,35112.725,27360.7125,6880.9175,118.558087,1.100911,0.779839,38581.05,179.666875,65.051937,65.9401,50.016963,71.904888,41.209275,82.9039,15.245263,4.765433,0.018983,3.760787,83.834063,191.703125,225.154875,183.946375,223.8445,82.598363,151.574625,232.245375,222.951125,221.85375,208.629125,197.98525,225.48975,224.777375,2.411939
40,6.4175,1.0125,1.0275,6.905,0.37,0.695,2.3375,1.0125,1.0275,0.37,0.695,10.3925,10.195575,0.878002,0.900156,0.937755,40506.7,34407.6875,6431.4475,1359.71875,51186.1875,45307.325,36982.475,28843.3125,6815.67125,180.65275,1.100126,0.7806,40676.2875,195.634875,64.572913,66.031612,50.108487,72.004137,41.294525,82.8343,18.74195,4.832152,-0.001655,3.852626,84.773837,190.602,223.90775,184.0115,224.31825,84.392875,152.320125,231.361,221.861625,220.737125,207.8905,197.725875,225.97825,225.449375,2.555646
41,6.516,2.2175,2.01,4.76,0.7675,1.695,11.7775,2.2175,2.01,0.7675,1.695,6.6225,11.39665,0.924759,0.925441,0.94764,35819.0375,29237.1125,6635.98625,818.698,42853.325,37264.375,33632.3,26228.3875,7109.49625,137.469275,0.998122,0.780033,33554.925,160.42925,64.334325,64.767825,49.954013,72.0887,40.683588,82.63675,25.528363,4.518264,-0.018765,3.536417,93.634287,187.941125,203.35975,183.749875,223.5755,88.556062,147.370375,218.060625,209.81975,208.354125,198.84175,191.953,225.75375,224.53925,2.284578
42,6.5485,2.27,39.3,1.815,0.7725,1.625,11.53,1.72,7.795,0.4625,1.175,10.5575,12.445362,0.979215,0.944154,0.965075,26875.6125,21961.5625,8104.94375,1301.06625,33238.15,25504.925,25021.875,19534.9625,7689.61375,104.370827,0.999825,0.78142,25008.5875,142.771875,60.18985,64.845388,49.818812,71.8365,40.570737,54.518763,27.6085,3.351846,-0.129475,2.521476,75.73415,166.294625,200.014375,184.042375,219.25825,76.969787,119.106375,212.246375,203.85075,202.006875,194.986625,189.60725,213.837625,220.598875,2.163691
43,6.4255,2.57,2.6,1.68,0.4675,1.5,2.92,2.57,2.6,0.4675,1.5,11.62,11.219375,0.964189,0.937697,0.956494,31109.0625,26373.7875,8639.055,1546.90625,44838.1875,36036.8625,33389.425,26039.3125,7560.78125,240.422888,0.999232,0.780141,33366.4875,158.387125,61.917787,65.130187,49.9566,72.058425,40.807063,33.17305,20.86385,3.505116,-0.134815,2.620445,71.942638,154.196125,222.96325,184.047375,220.594625,72.33445,122.766125,221.329375,211.930875,210.52525,200.45,194.90475,221.672125,221.626375,2.299549
44,6.2795,2.395,2.5025,2.01,0.5625,1.52,2.9725,2.395,2.5025,0.5625,1.52,11.345,11.246125,0.959039,0.936042,0.951534,34514.4875,26510.45,7977.89625,1471.71875,44797.9,35869.85,33482.6375,26124.4625,7698.37125,0.62994,1.000146,0.778648,33526.1375,158.138125,61.976125,64.840788,50.023125,72.047912,40.943188,38.605738,16.22865,3.675255,-0.101675,2.78153,75.186625,161.708125,218.219125,183.915,221.373875,73.2267,125.817875,220.4465,211.44075,210.246625,200.2045,195.5445,224.350375,222.56275,2.131984
45,6.3535,7.75,6.3,3.855,1.36,4.7925,5.475,7.75,6.31,1.36,4.7925,11.06,10.757775,0.975376,0.953553,0.948325,42436.675,39269.0625,6385.1375,795.068125,50044.3625,42367.65,39535.1625,30880.2625,7107.66375,27.726812,1.000645,0.780051,39581.5125,211.9325,66.39595,65.324075,50.07285,72.106638,41.3955,54.761075,29.083488,2.093821,-0.108057,1.152873,80.055888,152.181125,160.53525,179.967875,175.017875,78.234663,145.018125,184.760625,183.6075,182.61275,180.795125,177.21625,219.173875,217.821125,2.873279
46,6.4205,5.285,4.7,18.04,1.2325,3.3575,42.44,5.285,4.7,1.2325,3.3575,11.2175,10.7254,0.970029,0.948435,0.94693,39412.6875,35138,7063.60125,894.87,41878.0125,35104.2625,33255.8375,25916.025,6772.92125,325.9095,1.009773,0.777956,33602.6125,193.563875,62.464337,64.94045,50.097313,71.974013,41.22405,62.918,38.086037,1.917347,-0.118687,0.984856,78.154275,176.372625,163.875625,179.6395,174.87775,72.628175,149.005375,193.4825,190.547625,189.487875,185.243625,181.92725,218.6545,217.304875,2.50767
47,6.3195,4.1225,3.5125,2.625,0.7975,2.605,3.2225,4.1225,3.5125,0.7975,2.605,11.4775,11.342025,0.964835,0.943199,0.945871,39530.3125,35235.9,6397.13125,1211.93375,47529.4625,39535.475,37293.95,29091.825,6773.58,327.281625,1.001804,0.778964,37371.1625,196.6145,68.96045,65.415338,50.070538,72.195337,41.568863,62.83695,56.654837,2.15329,-0.088682,1.214561,81.553,178.034875,177.034,183.795125,204.10125,79.156487,148.7715,201.474625,197.412,196.344875,190.80325,186.508875,218.98825,217.92675,2.434266
48,6.237,3.64,3.0475,8.035,0.9375,2.695,3.8325,3.64,3.0475,0.9375,2.695,11.3625,10.933275,0.958563,0.932245,0.941804,39666.6625,32929.8,6231.875,1467.5925,50446.9375,43889.5875,39461.2625,30808.9375,6793.215,306.4395,0.998638,0.779974,39480.5875,184.156,65.079513,65.074938,50.055687,72.05455,41.596213,62.75465,54.639375,2.26786,-0.044485,1.334075,81.032362,178.253,188.16825,183.913,204.722125,84.399225,149.539875,207.524125,202.502375,201.39975,194.478625,190.3265,219.54625,218.47,2.101395
