features,MSE,MAE,R^2,Adjusted R^2,RMSE,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FFC55555')",2.282778868,1.172038492,0.210563734,0.210202243,1.510886782,,,,,,,
"('425 %Al', 'DI55102', 'DI55152', 'FC55576', 'FFC55555', 'TC55552', 'TI55017', 'TI55021')",2.282793907,1.172489202,0.210558533,0.210076468,1.510891759,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FC55009', 'TI55021')",2.282795504,1.17266543,0.210557981,0.210196487,1.510892287,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55009', 'TI55021', 'TI55023')",2.282801877,1.172799824,0.210555777,0.210194282,1.510894396,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC42428', 'FC55009', 'FC55576')",2.282811063,1.171499228,0.2105526,0.210191104,1.510897436,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC42428', 'FC55009', 'FC55569', 'FFC55553', 'TI55021')",2.282823508,1.171363073,0.210548297,0.210066225,1.510901555,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC42428', 'FC55009', 'FFC55553', 'TI55021')",2.282827024,1.171390677,0.210547081,0.2101253,1.510902718,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009', 'FC55569', 'TI55023')",2.28283039,1.173202042,0.210545917,0.210063844,1.510903832,,,,,,,
"('AYC55580', 'FC42428', 'FC55009', 'FC55569', 'FC55576')",2.282830689,1.170993598,0.210545813,0.210244587,1.510903931,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009', 'TI55023')",2.282836657,1.173226279,0.210543749,0.210121967,1.510905906,,,,,,,
"('AYC55580', 'DI55152', 'FC42428', 'FC55009', 'FC55569', 'TI55021')",2.282845685,1.171672701,0.210540627,0.210179126,1.510908894,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FFC55555', 'TI55023')",2.282861327,1.172557194,0.210535218,0.210113431,1.51091407,,,,,,,
"('AYC55580', 'FC42428', 'FC55009', 'FC55576', 'FFC55553', 'FFC55555')",2.28287507,1.170370956,0.210530465,0.210168959,1.510918618,,,,,,,
"('AYC55580', 'DI55152', 'FC42428', 'FC55009', 'TI55021')",2.282877188,1.171743131,0.210529733,0.2102285,1.510919319,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC55009', 'FC55569', 'FC55576', 'TC55552')",2.282924651,1.166896192,0.210513319,0.21009152,1.510935025,,,,,,,
"('AYC55580', 'FC42428', 'FC55009', 'FC55569', 'FFC55555', 'TI55021')",2.282949575,1.171044959,0.2105047,0.210143182,1.510943273,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FC55569', 'FFC55553', 'FFC55555')",2.282961138,1.171819359,0.210500701,0.210078896,1.5109471,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FC55569', 'FFC55553', 'TI55021')",2.282963269,1.172378151,0.210499964,0.210078158,1.510947805,,,,,,,
"('425 %Al', 'DI55102', 'DI55152', 'FC55576', 'FFC55553', 'FFC55555', 'TC55552', 'TI55017', 'TI55021')",2.282967931,1.172438269,0.210498352,0.209955946,1.510949348,,,,,,,
"('425 %Al', 'DI55102', 'DI55152', 'TC55552', 'TI55017', 'TI55021', 'TI55023')",2.282971179,1.174347842,0.210497228,0.210075421,1.510950423,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FC55569', 'FFC55553', 'FFC55555', 'TI55023')",2.283018737,1.172392895,0.210480782,0.20999867,1.51096616,,,,,,,
"('425 %Al', 'DI55102', 'DI55152', 'FFC55553', 'TC55552', 'TI55017', 'TI55021', 'TI55023')",2.28303162,1.174341431,0.210476327,0.209994212,1.510970423,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FFC55553', 'FFC55555', 'TI55023')",2.283051393,1.172425669,0.210469489,0.210047667,1.510976966,,,,,,,
"('AYC55580', 'FC42428', 'FC55009', 'FFC55553', 'TI55021', 'TI55023')",2.28308208,1.172603108,0.210458877,0.210097337,1.510987121,,,,,,,
"('425 %Al', 'DI55102', 'FC55009', 'TI55017', 'TI55021', 'TI55023')",2.283092518,1.162240805,0.210455267,0.210093726,1.510990575,,,,,,,
"('AYC55580', 'DI55152', 'FC42428', 'FC55009', 'FFC55553', 'TI55023')",2.283102168,1.172379983,0.21045193,0.210090387,1.510993768,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55009', 'FC55569', 'FC55576')",2.283104929,1.171049282,0.210450975,0.210089432,1.510994682,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FFC55553', 'FFC55555')",2.283104996,1.171958383,0.210450952,0.210089409,1.510994704,,,,,,,
"('AYC55580', 'FC42428', 'FC55009', 'FC55569', 'FFC55553', 'TI55021', 'TI55023')",2.28310722,1.172630056,0.210450182,0.21002835,1.51099544,,,,,,,
"('AYC55580', 'FC42428', 'FC55009', 'FC55569', 'FC55576', 'FFC55553', 'TI55023')",2.283114951,1.171584222,0.210447509,0.210025675,1.510997998,,,,,,,
"('AYC55580', 'DI55152', 'FC42428', 'FC55009', 'FC55569', 'FFC55553', 'TI55023')",2.283117696,1.172523666,0.21044656,0.210024725,1.510998907,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FFC55553', 'TI55021')",2.283119121,1.172513518,0.210446067,0.210084522,1.510999378,,,,,,,
"('DI55102', 'FC55009', 'FC55569', 'FFC55555', 'TC55552', 'TI55017', 'TI55021', 'TI55023')",2.283119769,1.159044976,0.210445843,0.209963709,1.510999593,,,,,,,
"('425 %Al', 'DI55102', 'FC55009', 'FFC55555', 'TI55017', 'TI55021', 'TI55023')",2.283155522,1.162206736,0.210433479,0.210011637,1.511011423,,,,,,,
"('AYC55580', 'FC42428', 'FC55009', 'FFC55555', 'TI55021')",2.283160026,1.171205744,0.210431921,0.210130651,1.511012914,,,,,,,
"('AYC55580', 'DI55152', 'FC42428', 'FC55009', 'FFC55553')",2.28316542,1.17163309,0.210430056,0.210128785,1.511014699,,,,,,,
"('AYC55580', 'DI55152', 'FC42428', 'FC55009', 'FC55569', 'FFC55553')",2.283166216,1.171689024,0.21042978,0.210068228,1.511014962,,,,,,,
"('DI55102', 'DI55152', 'FC55576', 'TI55017', 'TI55021', 'TI55023')",2.283171504,1.173687512,0.210427952,0.210066398,1.511016712,,,,,,,
"('AYC55580', 'DI55152', 'FC55009', 'FC55569', 'TC55552')",2.283175074,1.167402362,0.210426717,0.210125445,1.511017893,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55009', 'FC55569', 'FFC55555', 'TI55021')",2.283177375,1.170979312,0.210425921,0.210004076,1.511018655,,,,,,,
"('425 %Al', 'DI55102', 'DI55152', 'FFC55555', 'TI55017', 'TI55021', 'TI55023')",2.28319739,1.176815944,0.210419,0.209997151,1.511025278,,,,,,,
"('DI55152', 'FFC55555', 'TC55552', 'TI55017', 'TI55021', 'TI55023')",2.283254833,1.17310105,0.210399134,0.210037568,1.511044286,,,,,,,
"('DI55152', 'FFC55553', 'FFC55555', 'TC55552', 'TI55017', 'TI55021', 'TI55023')",2.2833047,1.173090978,0.21038189,0.209960021,1.511060786,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55009', 'FC55576', 'FFC55553', 'FFC55555')",2.283321963,1.170294628,0.21037592,0.209954047,1.511066499,,,,,,,
"('DI55102', 'FC55009', 'FC55569', 'TC55552', 'TI55017', 'TI55021', 'TI55023')",2.283345623,1.159035128,0.210367738,0.209945861,1.511074327,,,,,,,
"('DI55102', 'DI55152', 'FC55576', 'FFC55553', 'TI55017', 'TI55021', 'TI55023')",2.28334565,1.173679762,0.210367728,0.209945852,1.511074336,,,,,,,
"('425 %Al', 'DI55102', 'DI55152', 'FFC55553', 'FFC55555', 'TI55017', 'TI55021', 'TI55023')",2.283348429,1.176807292,0.210366767,0.209884585,1.511075256,,,,,,,
"('AYC55580', 'FC42428', 'FC55009', 'FC55576', 'TI55023')",2.283375698,1.172596342,0.210357337,0.210056039,1.511084279,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FC55569', 'FFC55553', 'TI55021')",2.283387153,1.172326842,0.210353375,0.209871185,1.511088069,,,,,,,
"('DI55152', 'FC55576', 'TI55017', 'TI55021', 'TI55023')",2.283398625,1.173531904,0.210349408,0.210048107,1.511091865,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FC55569', 'FFC55553', 'FFC55555')",2.28341493,1.171689483,0.21034377,0.209861574,1.51109726,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FC55569')",2.283418732,1.172868208,0.210342455,0.210041151,1.511098518,,,,,,,
"('425 %Al', 'FC55009', 'FFC55555', 'TC55552', 'TI55017', 'TI55021', 'TI55023')",2.283457484,1.16231665,0.210329053,0.209907156,1.511111341,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55009', 'FFC55555', 'TI55021')",2.28346018,1.171202601,0.210328121,0.209966522,1.511112233,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FC55569', 'FFC55553', 'FFC55555', 'TI55023')",2.283467412,1.172305384,0.21032562,0.209783096,1.511114626,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55009', 'FC55569', 'FFC55553', 'TI55021', 'TI55023')",2.283478951,1.172667502,0.21032163,0.20983942,1.511118444,,,,,,,
"('425 %Al', 'FC55009', 'TC55552', 'TI55017', 'TI55021', 'TI55023')",2.283486386,1.162306342,0.210319059,0.209957455,1.511120904,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC42428', 'FC55009', 'FC55569', 'TI55021')",2.28350641,1.171732835,0.210312134,0.209890227,1.511127529,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55009', 'FC55569', 'FC55576', 'FFC55553', 'TI55023')",2.283516829,1.171677955,0.21030853,0.209826313,1.511130977,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55009', 'FFC55553', 'TI55021', 'TI55023')",2.283519679,1.172713583,0.210307545,0.209885636,1.51113192,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC42428', 'FC55009', 'TI55021')",2.283537485,1.171853347,0.210301387,0.209939776,1.511137811,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FC55009')",2.283542699,1.172990846,0.210299584,0.210058546,1.511139537,,,,,,,
"('AYC55580', 'FC42428', 'FC55009', 'FC55569', 'FC55576', 'FFC55553')",2.283542716,1.170734109,0.210299578,0.209937966,1.511139542,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FFC55553', 'FFC55555', 'TI55023')",2.283570924,1.172401568,0.210289823,0.209807594,1.511148876,,,,,,,
"('DI55152', 'FC55576', 'FFC55553', 'TI55017', 'TI55021', 'TI55023')",2.283571407,1.173518099,0.210289656,0.20992804,1.511149035,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC55009', 'FC55569', 'TC55552')",2.28360688,1.167185756,0.210277389,0.209915767,1.511160772,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FFC55553', 'TI55021')",2.283611308,1.172511669,0.210275857,0.209853932,1.511162238,,,,,,,
"('AYC55580', 'FC42428', 'FC55009', 'FC55569', 'FFC55553', 'FFC55555', 'TI55021')",2.283618924,1.170976838,0.210273224,0.209851297,1.511164757,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FFC55553', 'FFC55555')",2.283624574,1.171882871,0.21027127,0.209849342,1.511166627,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FC55569', 'TI55023')",2.283635891,1.173414622,0.210267356,0.209905729,1.511170371,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FC55009', 'TI55023')",2.283659479,1.173437852,0.210259199,0.209957863,1.511178176,,,,,,,
"('425 %Al', 'DI55152', 'TC55552', 'TI55017', 'TI55021', 'TI55023')",2.283663648,1.174089208,0.210257757,0.209896126,1.511179555,,,,,,,
"('425 %Al', 'DI55152', 'FFC55553', 'TC55552', 'TI55017', 'TI55021', 'TI55023')",2.283668956,1.174088674,0.210255922,0.209833985,1.511181311,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55009', 'FC55576', 'TI55023')",2.283681187,1.172669823,0.210251692,0.209890058,1.511185358,,,,,,,
"('AYC55580', 'FC42428', 'FC55009', 'FC55569', 'FFC55555', 'TI55023')",2.283725148,1.172251075,0.210236489,0.209874848,1.511199903,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FC55569')",2.283726465,1.172862221,0.210236034,0.209874393,1.511200339,,,,,,,
"('AYC55580', 'FC42428', 'FC55009', 'FFC55555', 'TI55023')",2.283737761,1.172265708,0.210232127,0.209930781,1.511204077,,,,,,,
"('AYC55580', 'FC42428', 'FC55009', 'FFC55553', 'FFC55555', 'TI55021')",2.283796014,1.171117518,0.210211982,0.20985033,1.51122335,,,,,,,
"('AYC55580', 'DI55152', 'FC42428', 'FC55009', 'TI55023')",2.283796713,1.172900366,0.21021174,0.209910386,1.511223581,,,,,,,
"('AYC55580', 'DI55152', 'FC42428', 'FC55009', 'FC55569', 'TI55023')",2.283814265,1.172970641,0.210205671,0.209844016,1.511229389,,,,,,,
"('425 %Al', 'FC55009', 'FFC55555', 'TI55017', 'TI55021', 'TI55023')",2.283846427,1.162368347,0.210194548,0.209832888,1.51124003,,,,,,,
"('425 %Al', 'FC55009', 'TI55017', 'TI55021', 'TI55023')",2.283861022,1.162362439,0.210189501,0.209888139,1.511244858,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC42428', 'FC55009', 'FC55569', 'FFC55553', 'TI55023')",2.283881227,1.172752181,0.210182514,0.209700219,1.511251543,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC42428', 'FC55009', 'FFC55553', 'TI55023')",2.283882593,1.172661759,0.210182041,0.209760065,1.511251995,,,,,,,
"('425 %Al', 'DI55152', 'FFC55555', 'TI55017', 'TI55021', 'TI55023')",2.283889002,1.176484969,0.210179825,0.209818158,1.511254116,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FC55009')",2.283897556,1.173015744,0.210176867,0.209875499,1.511256946,,,,,,,
"('425 %Al', 'FC55009', 'FC55569', 'FFC55555', 'TC55552', 'TI55017', 'TI55021')",2.283904505,1.16261711,0.210174463,0.209752484,1.511259245,,,,,,,
"('AYC55580', 'FC42428', 'FC55009', 'FC55576')",2.283919004,1.171742617,0.210169449,0.209928372,1.511264042,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC42428', 'FC55009', 'FC55569', 'FFC55553')",2.283927166,1.171827346,0.210166627,0.209744643,1.511266742,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC42428', 'FC55009', 'FFC55553')",2.283928731,1.17181702,0.210166086,0.209804413,1.51126726,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FC55569', 'TI55023')",2.283952312,1.173454826,0.210157931,0.209735942,1.511275062,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55009', 'FC55569', 'FC55576', 'FFC55553')",2.283955064,1.170773881,0.210156979,0.20973499,1.511275972,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'DI55152', 'FC55009', 'FFC55553', 'TC55552', 'TI55021')",2.283955271,1.167659934,0.210156908,0.209674597,1.511276041,,,,,,,
"('DI55102', 'FC55009', 'FC55569', 'FFC55555', 'TI55017', 'TI55021', 'TI55023')",2.283957736,1.159122589,0.210156055,0.209734065,1.511276856,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC55009', 'FFC55555', 'TC55552')",2.283970888,1.166329763,0.210151507,0.209789827,1.511281208,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'DI55152', 'FC55009', 'TC55552', 'TI55021')",2.28398222,1.167980014,0.210147588,0.209725594,1.511284957,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55009', 'FC55569', 'FFC55555', 'TI55023')",2.283992242,1.172279462,0.210144122,0.209722126,1.511288272,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55009', 'FC55569', 'FFC55553', 'FFC55555', 'TI55021')",2.283998895,1.170850826,0.210141821,0.209659502,1.511290473,,,,,,,
"('425 %Al', 'DI55152', 'FFC55553', 'FFC55555', 'TI55017', 'TI55021', 'TI55023')",2.284020824,1.176461679,0.210134238,0.209712236,1.511297729,,,,,,,
"('AYC55580', 'FC42428', 'FC55009', 'FC55576', 'FFC55553', 'TI55023')",2.284021252,1.172417153,0.21013409,0.209772402,1.51129787,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FC55009', 'TI55023')",2.284031013,1.173532511,0.210130714,0.209769025,1.511301099,,,,,,,
"('AYC55580', 'DI55152', 'FC42428', 'FC55009', 'FC55569')",2.284037464,1.172074817,0.210128483,0.209827098,1.511303234,,,,,,,
"('AYC55580', 'DI55152', 'FC42428', 'FC55009')",2.284044969,1.172109492,0.210125888,0.209884797,1.511305717,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55009', 'FFC55555', 'TI55023')",2.284065522,1.172360515,0.21011878,0.209757085,1.511312516,,,,,,,
"('425 %Al', 'FC55009', 'FC55569', 'TC55552', 'TI55017', 'TI55021')",2.284084183,1.162649423,0.210112327,0.209750629,1.51131869,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FC55569', 'FFC55553')",2.284086787,1.172756322,0.210111426,0.209749728,1.511319552,,,,,,,
"('425 %Al', 'FC55009', 'FC55576', 'TC55552', 'TI55017', 'TI55021')",2.284147957,1.161980447,0.210090272,0.209728564,1.511339789,,,,,,,
"('AYC55580', 'FC42428', 'FC55009', 'FC55569', 'TI55021')",2.284170881,1.171915214,0.210082345,0.209780942,1.511347373,,,,,,,
"('AYC55580', 'FC42428', 'FC55009', 'FC55569', 'FFC55555')",2.284179724,1.171395204,0.210079286,0.209777882,1.511350298,,,,,,,
"('DI55102', 'FC55009', 'FC55569', 'TI55017', 'TI55021', 'TI55023')",2.284183934,1.15911557,0.210077831,0.209716117,1.511351691,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FC55569', 'FFC55553', 'TI55023')",2.284188617,1.173292564,0.210076211,0.209654179,1.51135324,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FFC55553')",2.284189475,1.172851202,0.210075914,0.209774509,1.511353524,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FFC55553', 'TI55023')",2.284189777,1.173293721,0.21007581,0.209714096,1.511353624,,,,,,,
"('425 %Al', 'FC55009', 'FC55576', 'FFC55555', 'TC55552', 'TI55017', 'TI55021')",2.284211292,1.161971959,0.21006837,0.209646333,1.511360742,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55009', 'FC55576')",2.284213339,1.171775855,0.210067662,0.209766253,1.511361419,,,,,,,
"('DI55102', 'FC55009', 'FC55576', 'TC55552', 'TI55017', 'TI55021', 'TI55023')",2.284219262,1.15836874,0.210065613,0.209643575,1.511363379,,,,,,,
"('425 %Al', 'FC55009', 'FC55569', 'FFC55555', 'TI55017', 'TI55021')",2.284222104,1.162761341,0.210064631,0.209702911,1.511364319,,,,,,,
"('DI55102', 'FC55009', 'FC55576', 'FFC55555', 'TC55552', 'TI55017', 'TI55021', 'TI55023')",2.284244893,1.158358569,0.21005675,0.209574378,1.511371858,,,,,,,
"('AYC55580', 'FC42428', 'FC55009', 'FFC55553', 'FFC55555', 'TI55023')",2.284251864,1.172151736,0.210054339,0.209692615,1.511374164,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55009', 'FFC55553', 'FFC55555', 'TI55021')",2.284258392,1.17106239,0.210052081,0.209630036,1.511376324,,,,,,,
"('AYC55580', 'FC42428', 'FC55009', 'FC55569', 'FFC55553', 'FFC55555', 'TI55023')",2.28426031,1.172161792,0.210051418,0.209629373,1.511376958,,,,,,,
"('FC55009', 'FC55569', 'FFC55555', 'TC55552', 'TI55017', 'TI55021', 'TI55023')",2.284273397,1.15919096,0.210046892,0.209624845,1.511381288,,,,,,,
"('425 %Al', 'FC55009', 'FC55576', 'TI55017', 'TI55021')",2.284321298,1.162051875,0.210030327,0.209728904,1.511397135,,,,,,,
"('AYC55580', 'FC42428', 'FC55009', 'FFC55555')",2.284328939,1.171521637,0.210027685,0.209786564,1.511399662,,,,,,,
"('AYC55580', 'FC42428', 'FC55009', 'TI55021')",2.284339263,1.172051907,0.210024114,0.209782993,1.511403077,,,,,,,
"('425 %Al', 'FC55009', 'FC55569', 'TI55017', 'TI55021')",2.284385613,1.16278067,0.210008086,0.209706654,1.511418411,,,,,,,
"('425 %Al', 'FC55009', 'FC55576', 'FFC55555', 'TI55017', 'TI55021')",2.284390935,1.162043983,0.210006245,0.209644499,1.511420171,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55009', 'FC55569', 'TI55021')",2.284439691,1.171901439,0.209989384,0.20962763,1.511436301,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55009', 'FC55576', 'FFC55553', 'TI55023')",2.284457804,1.172472058,0.20998312,0.209561038,1.511442293,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55009', 'FC55569', 'FFC55555')",2.284462997,1.171351752,0.209981324,0.209619567,1.51144401,,,,,,,
"('AYC55580', 'DI55152', 'FC55009', 'FFC55555', 'TC55552')",2.284521303,1.166596595,0.209961161,0.209659711,1.511463299,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC42428', 'FC55009', 'TI55023')",2.2845264,1.173191243,0.209959398,0.20959763,1.511464985,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC42428', 'FC55009', 'FC55569', 'TI55023')",2.284527894,1.173204827,0.209958882,0.209536787,1.511465479,,,,,,,
"('DI55102', 'FC55009', 'FC55569', 'FC55576', 'TC55552', 'TI55017', 'TI55021')",2.284544483,1.15959551,0.209953145,0.209531047,1.511470967,,,,,,,
"('DI55102', 'FC55009', 'FC55569', 'FC55576', 'FFC55555', 'TC55552', 'TI55017', 'TI55021')",2.28455776,1.159593465,0.209948553,0.209466116,1.511475359,,,,,,,
"('AYC55580', 'DI55102', 'DI55152', 'FC55009', 'FFC55553', 'TC55552', 'TI55021')",2.284562174,1.167948909,0.209947027,0.209524925,1.511476819,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FC55569', 'FFC55553')",2.28456674,1.172757709,0.209945448,0.209523345,1.511478329,,,,,,,
"('AYC55580', 'DI55102', 'DI55152', 'FC55009', 'TC55552', 'TI55021')",2.284594768,1.168144729,0.209935755,0.209573976,1.511487601,,,,,,,
"('425 %Al', 'DI55102', 'FC55009', 'FC55569', 'FFC55553', 'TC55552', 'TI55017', 'TI55023')",2.284608653,1.16455836,0.209930953,0.209448505,1.511492194,,,,,,,
"('AYC55580', 'FC42428', 'FC55009', 'FC55576', 'FFC55553')",2.284642733,1.171552464,0.209919168,0.209617702,1.511503468,,,,,,,
"('425 %Al', 'DI55102', 'FC55009', 'FC55569', 'FFC55553', 'FFC55555', 'TC55552', 'TI55017', 'TI55023')",2.284655898,1.164554077,0.209914615,0.209371808,1.511507823,,,,,,,
"('425 %Al', 'FC55009', 'FC55569', 'FFC55553', 'TC55552', 'TI55017', 'TI55023')",2.284661635,1.164578295,0.209912631,0.209490511,1.51150972,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FC55569', 'FFC55553', 'TI55023')",2.284666318,1.173326219,0.209911011,0.209428551,1.51151127,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55009', 'TI55021')",2.284667428,1.172088298,0.209910628,0.209609159,1.511511637,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55009', 'FFC55555')",2.284669105,1.171528639,0.209910048,0.209608579,1.511512191,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55009', 'FC55569', 'FFC55553', 'FFC55555', 'TI55023')",2.284675506,1.172147595,0.209907834,0.209425372,1.511514309,,,,,,,
"('425 %Al', 'DI55102', 'FC55009', 'FC55569', 'FFC55553', 'TI55017', 'TI55023')",2.284676923,1.164577041,0.209907344,0.209485221,1.511514778,,,,,,,
"('425 %Al', 'FC55009', 'FC55569', 'FFC55553', 'FFC55555', 'TC55552', 'TI55017', 'TI55023')",2.284716608,1.164571212,0.20989362,0.209411149,1.511527905,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FFC55553')",2.284724413,1.172899491,0.209890921,0.209529122,1.511530487,,,,,,,
"('425 %Al', 'DI55102', 'FC55009', 'FC55569', 'FFC55553', 'FFC55555', 'TI55017', 'TI55023')",2.28472521,1.164573066,0.209890645,0.209408172,1.511530751,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC42428', 'FC55009')",2.28472827,1.172280327,0.209889587,0.20958811,1.511531763,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FFC55553', 'TI55023')",2.284728433,1.173386884,0.20988953,0.209467398,1.511531817,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC42428', 'FC55009', 'FC55569')",2.284728599,1.172212042,0.209889473,0.209527674,1.511531872,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55009', 'FFC55553', 'FFC55555', 'TI55023')",2.284733821,1.17221295,0.209887667,0.209465535,1.511533599,,,,,,,
"('FC55009', 'FC55569', 'TC55552', 'TI55017', 'TI55021', 'TI55023')",2.284734225,1.159195369,0.209887527,0.209525727,1.511533733,,,,,,,
