Date,ID,Value
00:00.0,FC42428_ABB,18249.1
00:00.0,FC42428_ABB,18008.3
00:00.0,FC42428_ABB,18139.7
00:00.0,FC42428_ABB,17999.9
00:00.0,FC42428_ABB,18051.9
00:00.0,FC42428_ABB,16182.9
00:00.0,FC42428_ABB,16179.4
00:00.0,FC42428_ABB,16176.4
00:00.0,FC42428_ABB,16173
00:00.0,FC42428_ABB,16123.7
00:00.0,FC42428_ABB,16204.8
00:00.0,FC42428_ABB,16194.2
00:00.0,FC42428_ABB,16268.4
00:00.0,FC42428_ABB,16256.2
00:00.0,FC42428_ABB,16231.8
00:00.0,FC42428_ABB,16317.9
00:00.0,FC42428_ABB,16361.7
00:00.0,FC42428_ABB,16362
00:00.0,FC42428_ABB,16348.7
00:00.0,FC42428_ABB,16324.3
00:00.0,FC42428_ABB,16413.7
00:00.0,FC42428_ABB,16291.5
00:00.0,FC42428_ABB,16306.8
00:00.0,FC42428_ABB,16397.5
00:00.0,FC42428_ABB,16369.7
00:00.0,FC42428_ABB,16299.4
00:00.0,FC42428_ABB,16294.5
00:00.0,FC42428_ABB,16332.7
00:00.0,FC42428_ABB,16346.8
00:00.0,FC42428_ABB,16353.5
00:00.0,FC42428_ABB,16395.5
00:00.0,FC42428_ABB,16454.3
00:00.0,FC42428_ABB,16671.2
00:00.0,FC42428_ABB,16763.2
00:00.0,FC42428_ABB,16719
00:00.0,FC42428_ABB,16469.9
00:00.0,FC42428_ABB,16718.6
00:00.0,FC42428_ABB,16584
00:00.0,FC42428_ABB,16515.9
00:00.0,FC42428_ABB,16538.4
00:00.0,FC42428_ABB,16581.8
00:00.0,FC42428_ABB,16567.6
00:00.0,FC42428_ABB,16746.1
00:00.0,FC42428_ABB,16777.4
00:00.0,FC42428_ABB,16844.1
00:00.0,FC42428_ABB,16739.7
00:00.0,FC42428_ABB,16705.6
00:00.0,FC42428_ABB,16746.7
00:00.0,FC42428_ABB,16595.5
00:00.0,FC42428_ABB,16506.3
00:00.0,FC42428_ABB,16504.2
00:00.0,FC42428_ABB,16367.7
00:00.0,FC42428_ABB,16381.2
00:00.0,FC42428_ABB,16493
00:00.0,FC42428_ABB,16487.6
00:00.0,FC42428_ABB,16418.3
00:00.0,FC42428_ABB,16285.5
00:00.0,FC42428_ABB,16705.5
00:00.0,FC42428_ABB,16103.8
00:00.0,FC42428_ABB,16469.4
00:00.0,FC42428_ABB,17040.2
00:00.0,FC42428_ABB,16678.1
00:00.0,FC42428_ABB,16934.8
00:00.0,FC42428_ABB,16505.2
00:00.0,FC42428_ABB,16518.4
00:00.0,FC42428_ABB,16553.3
00:00.0,FC42428_ABB,16356.8
00:00.0,FC42428_ABB,16247.4
00:00.0,FC42428_ABB,16281.4
00:00.0,FC42428_ABB,16340.7
00:00.0,FC42428_ABB,16412.5
00:00.0,FC42428_ABB,16416.6
00:00.0,FC42428_ABB,16543.3
00:00.0,FC42428_ABB,16656.9
00:00.0,FC42428_ABB,16495.6
00:00.0,FC42428_ABB,16550.6
00:00.0,FC42428_ABB,16608.9
00:00.0,FC42428_ABB,16518.6
00:00.0,FC42428_ABB,16438.9
00:00.0,FC42428_ABB,16495.6
00:00.0,FC42428_ABB,16640
00:00.0,FC42428_ABB,16786
00:00.0,FC42428_ABB,16668.5
00:00.0,FC42428_ABB,16460.6
00:00.0,FC42428_ABB,16470.1
00:00.0,FC42428_ABB,18405.9
00:00.0,FC42428_ABB,18580.5
00:00.0,FC42428_ABB,18516.9
00:00.0,FC42428_ABB,18504.2
00:00.0,FC42428_ABB,18520.9
00:00.0,FC42428_ABB,18493.2
00:00.0,FC42428_ABB,18509.7
00:00.0,FC42428_ABB,19409.9
00:00.0,FC42428_ABB,19344.8
00:00.0,FC42428_ABB,36370.8
00:00.0,FC42428_ABB,39305.2
00:00.0,FC42428_ABB,39221.9
00:00.0,FC42428_ABB,38985.1
00:00.0,FC42428_ABB,17738.6
00:00.0,FC42428_ABB,18094.9
00:00.0,FC42428_ABB,28647.4
00:00.0,FC42428_ABB,29389.2
00:00.0,FC42428_ABB,33070.7
00:00.0,FC42428_ABB,37380
00:00.0,FC42428_ABB,40248.4
00:00.0,FC42428_ABB,41009.5
00:00.0,FC42428_ABB,41480.3
00:00.0,FC42428_ABB,42059.8
00:00.0,FC42428_ABB,41291.1
00:00.0,FC42428_ABB,41554
00:00.0,FC42428_ABB,41299
00:00.0,FC42428_ABB,41492.4
00:00.0,FC42428_ABB,41500.9
00:00.0,FC42428_ABB,41589.9
00:00.0,FC42428_ABB,41405.7
00:00.0,FC42428_ABB,41323
00:00.0,FC42428_ABB,41298.4
00:00.0,FC42428_ABB,41405
00:00.0,FC42428_ABB,40924.7
00:00.0,FC42428_ABB,41467.3
00:00.0,FC42428_ABB,41441.8
00:00.0,FC42428_ABB,41225.4
00:00.0,FC42428_ABB,41241.5
00:00.0,FC42428_ABB,41422.7
00:00.0,FC42428_ABB,41431.7
00:00.0,FC42428_ABB,41712.7
00:00.0,FC42428_ABB,41666
00:00.0,FC42428_ABB,43104.8
00:00.0,FC42428_ABB,42153.3
00:00.0,FC42428_ABB,42539.1
00:00.0,FC42428_ABB,42351.5
00:00.0,FC42428_ABB,42372.5
00:00.0,FC42428_ABB,42443.4
00:00.0,FC42428_ABB,42411.5
00:00.0,FC42428_ABB,42222.7
00:00.0,FC42428_ABB,42552.8
00:00.0,FC42428_ABB,42412.4
00:00.0,FC42428_ABB,42310
00:00.0,FC42428_ABB,41160.9
00:00.0,FC42428_ABB,41794
00:00.0,FC42428_ABB,40931.9
00:00.0,FC42428_ABB,40756.9
00:00.0,FC42428_ABB,40877.8
00:00.0,FC42428_ABB,41288.8
00:00.0,FC42428_ABB,41023.8
00:00.0,FC42428_ABB,41481.7
00:00.0,FC42428_ABB,40689.6
00:00.0,FC42428_ABB,40722.9
00:00.0,FC42428_ABB,40775.1
00:00.0,FC42428_ABB,40769.7
00:00.0,FC42428_ABB,40801.4
00:00.0,FC42428_ABB,40708.1
00:00.0,FC42428_ABB,40611.4
00:00.0,FC42428_ABB,40630.4
00:00.0,FC42428_ABB,40878.4
00:00.0,FC42428_ABB,40524.8
00:00.0,FC42428_ABB,40284.8
00:00.0,FC42428_ABB,40343.9
00:00.0,FC42428_ABB,40305.7
00:00.0,FC42428_ABB,39744.7
00:00.0,FC42428_ABB,40506.8
00:00.0,FC42428_ABB,39853.4
00:00.0,FC42428_ABB,40629.5
00:00.0,FC42428_ABB,40756.3
00:00.0,FC42428_ABB,39919
00:00.0,FC42428_ABB,40591.4
00:00.0,FC42428_ABB,40788.2
00:00.0,FC42428_ABB,40060.8
00:00.0,FC42428_ABB,40183.1
00:00.0,FC42428_ABB,40156.7
00:00.0,FC42428_ABB,37067.3
00:00.0,FC42428_ABB,36497.3
00:00.0,FC42428_ABB,36856.4
00:00.0,FC42428_ABB,37473.7
00:00.0,FC42428_ABB,37888.6
00:00.0,FC42428_ABB,37785.9
00:00.0,FC42428_ABB,38500.9
00:00.0,FC42428_ABB,38198.1
00:00.0,FC42428_ABB,38161.9
00:00.0,FC42428_ABB,39536.6
00:00.0,FC42428_ABB,38516.2
00:00.0,FC42428_ABB,39086.6
00:00.0,FC42428_ABB,39716.8
00:00.0,FC42428_ABB,39084.6
00:00.0,FC42428_ABB,39317.7
00:00.0,FC42428_ABB,39979
00:00.0,FC42428_ABB,40054.4
00:00.0,FC42428_ABB,40392.9
00:00.0,FC42428_ABB,39405.8
00:00.0,FC42428_ABB,39867.5
00:00.0,FC42428_ABB,39920.6
00:00.0,FC42428_ABB,39019.6
00:00.0,FC42428_ABB,39977.5
00:00.0,FC42428_ABB,40608
00:00.0,FC42428_ABB,40365.9
00:00.0,FC42428_ABB,40052.9
00:00.0,FC42428_ABB,39729.7
00:00.0,FC42428_ABB,41137.7
00:00.0,FC42428_ABB,40070.4
00:00.0,FC42428_ABB,40095.7
00:00.0,FC42428_ABB,40337.1
00:00.0,FC42428_ABB,41392.7
00:00.0,FC42428_ABB,40773.9
00:00.0,FC42428_ABB,40859.9
00:00.0,FC42428_ABB,41316.9
00:00.0,FC42428_ABB,41448
00:00.0,FC42428_ABB,41116.2
00:00.0,FC42428_ABB,41201.5
00:00.0,FC42428_ABB,41183.5
00:00.0,FC42428_ABB,40649.2
00:00.0,FC42428_ABB,41258.7
00:00.0,FC42428_ABB,42073.9
00:00.0,FC42428_ABB,41157.6
00:00.0,FC42428_ABB,41360.2
00:00.0,FC42428_ABB,41285.1
00:00.0,FC42428_ABB,41187.4
00:00.0,FC42428_ABB,41331.2
00:00.0,FC42428_ABB,41644.6
00:00.0,FC42428_ABB,41802.7
00:00.0,FC42428_ABB,41321.8
00:00.0,FC42428_ABB,41062.6
00:00.0,FC42428_ABB,41858.7
00:00.0,FC42428_ABB,41035.3
00:00.0,FC42428_ABB,41066.1
00:00.0,FC42428_ABB,41607.3
00:00.0,FC42428_ABB,41572.5
00:00.0,FC42428_ABB,41609.1
00:00.0,FC42428_ABB,43183.5
00:00.0,FC42428_ABB,42184.2
00:00.0,FC42428_ABB,42461.7
00:00.0,FC42428_ABB,41855.7
00:00.0,FC42428_ABB,41447.8
00:00.0,FC42428_ABB,41058.5
00:00.0,FC42428_ABB,42334.6
00:00.0,FC42428_ABB,41659.9
00:00.0,FC42428_ABB,41524.8
00:00.0,FC42428_ABB,41988.8
00:00.0,FC42428_ABB,41916
00:00.0,FC42428_ABB,42427.6
00:00.0,FC42428_ABB,41721.8
00:00.0,FC42428_ABB,42354
00:00.0,FC42428_ABB,42265
00:00.0,FC42428_ABB,41496.5
00:00.0,FC42428_ABB,42164.7
00:00.0,FC42428_ABB,41669.9
00:00.0,FC42428_ABB,41724.5
00:00.0,FC42428_ABB,41628.3
00:00.0,FC42428_ABB,41823.1
00:00.0,FC42428_ABB,41977.4
00:00.0,FC42428_ABB,41819.4
00:00.0,FC42428_ABB,41680.8
00:00.0,FC42428_ABB,41824.6
00:00.0,FC42428_ABB,42088.8
00:00.0,FC42428_ABB,42471
00:00.0,FC42428_ABB,41959.2
00:00.0,FC42428_ABB,42257.4
00:00.0,FC42428_ABB,42349.1
00:00.0,FC42428_ABB,41707.8
00:00.0,FC42428_ABB,41923.7
00:00.0,FC42428_ABB,41688.5
00:00.0,FC42428_ABB,41732.6
