Date,Octanol PPM ,Hexanol PPM ,Ethanol PPM ,Dodecanol PPM ,Decanol PPM ,Butanol PPM,%nC8OH,%nC6OH,%nC12OH,%nC10OH ,%Al2O3_bM
11/8/2014 4:00,4.09,3.38,2.1,1.04,3.15,2.99,4.09,3.38,1.04,3.15,11.35
11/8/2014 10:00,4.01,3.56,2.89,1.11,2.89,3.59,4.01,3.56,1.11,2.89,11.23
11/8/2014 16:00,4.23,3.6,2.24,0.9,2.96,3.31,4.23,3.6,0.9,2.96,11.23
11/8/2014 22:00,4.59,3.91,2.24,0.9,3.17,3.52,4.59,3.91,0.9,3.17,11.13
11/9/2014 4:00,4.96,3.99,2.07,1.2,3.63,3.4,4.96,3.99,1.2,3.63,11.24
11/9/2014 10:00,4.88,4.02,1.99,0.82,3.31,3.25,4.88,4.02,0.82,3.31,11.25
11/9/2014 16:00,4.25,3.51,1.97,0.75,2.91,3.06,4.25,3.51,0.75,2.91,11.33
11/9/2014 22:00,3.72,3.22,1.86,0.8,2.87,2.86,3.72,3.22,0.8,2.87,11.23
11/10/2014 4:00,3.76,3.18,2.13,0.86,2.66,2.92,3.76,3.18,0.86,2.66,11.3
11/10/2014 10:00,4.07,3.51,2.93,1.29,3.27,3.46,4.07,3.51,1.29,3.27,11.32
11/10/2014 16:00,3.86,3.35,2.24,1.03,3.11,3,3.86,3.35,1.03,3.11,11.27
11/10/2014 22:00,4.01,3.46,2.29,0.71,2.84,3.13,4.01,3.46,0.71,2.84,11.19
11/11/2014 4:00,3.73,3,2.1,0.87,2.69,2.85,3.73,3,0.87,2.69,11.16
11/11/2014 10:00,3.79,3.26,2.11,0.76,2.78,2.99,3.79,3.26,0.76,2.78,11.06
11/11/2014 16:00,4.24,3.57,2.36,0.85,3.18,3.18,4.24,3.57,0.85,3.18,11.2
11/11/2014 22:00,4.21,3.45,2,1.17,3.28,3.07,4.21,3.45,1.17,3.28,11.11
11/12/2014 4:00,4.2,3.36,1.8,0.75,2.87,3,4.2,3.36,0.75,2.87,11.15
11/12/2014 10:00,4.08,3.38,1.89,0.68,2.63,3.02,4.08,3.38,0.68,2.63,11.25
11/12/2014 16:00,4.48,3.69,1.82,0.59,2.94,3.23,4.48,3.69,0.59,2.94,11.36
11/12/2014 22:00,4.03,3.34,1.8,0.68,2.67,3.01,4.03,3.34,0.68,2.67,11.38
11/13/2014 4:00,5.08,4.7,49.83,1.16,3.36,195.2,5.08,4.7,1.16,3.36,11.3
11/13/2014 10:00,6.21,4.04,26.19,3.05,9.22,79.19,6.21,4.04,3.05,9.22,10.93
11/13/2014 16:00,3.51,2.39,9.18,1.83,4.9,27.55,3.51,2.39,1.83,4.9,10.47
11/13/2014 22:00,3.68,2.69,4.44,0.96,3.39,12.27,3.68,2.69,0.96,3.39,10.4
11/14/2014 4:00,3.25,2.59,2.85,0.65,2.91,5.91,3.25,2.59,0.65,2.91,10.6
11/14/2014 10:00,3.24,2.86,3.31,1.14,2.29,4,3.24,2.86,1.14,2.29,10.73
11/14/2014 16:00,3.71,3.4,4.24,1.35,2.88,4.36,3.71,3.4,1.35,2.88,10.83
11/14/2014 22:00,3.64,3.03,2.34,0.89,2.81,2.91,3.64,3.03,0.89,2.81,10.68
11/15/2014 4:00,3.69,3.02,2.07,0.85,2.58,2.78,3.69,3.02,0.85,2.58,10.82
11/15/2014 10:00,3.62,3.03,2.26,0.69,2.36,2.77,3.62,3.03,0.69,2.36,10.8
11/15/2014 16:00,3.88,3.08,2.31,1.08,2.84,2.73,3.88,3.08,1.08,2.84,10.77
11/15/2014 22:00,2.78,2.41,2.03,0.56,2.03,2.33,2.78,2.41,0.56,2.03,14.03
11/16/2014 4:00,2.04,1.88,3.6,0.47,1.46,3.22,2.04,1.88,0.47,1.46,10.96
11/16/2014 10:00,1.42,1.58,3.74,0.41,1.07,2.52,1.42,1.58,0.41,1.07,10.66
11/16/2014 16:00,1.74,1.57,2.71,0.45,1.32,2.02,1.74,1.57,0.45,1.32,10.6
11/16/2014 22:00,1.78,1.76,2.02,0.31,1.34,2.14,1.78,1.76,0.31,1.34,10.65
11/17/2014 4:00,1.66,1.38,1.8,0.32,1.13,1.85,1.66,1.38,0.32,1.13,10.52
11/17/2014 10:00,1.44,1.38,2.94,0.41,1.23,2.12,1.44,1.38,0.41,1.23,10.71
11/17/2014 16:00,1.53,1.37,2.39,0.36,1.2,1.93,1.53,1.37,0.36,1.2,10.88
11/17/2014 22:00,1.54,1.64,3.76,0.54,1.19,2.66,1.54,1.64,0.54,1.19,10.98
11/18/2014 4:00,1.35,1.45,67.16,1.08,1.41,162.48,1.35,1.45,1.08,1.41,11.11
11/18/2014 10:00,1.49,1.32,2.76,0.54,1.12,1.95,1.49,1.32,0.54,1.12,11.07
11/18/2014 16:00,1.35,1.32,2.96,0.3,0.91,1.97,1.35,1.32,0.3,0.91,10.85
11/18/2014 22:00,1.46,1.39,2.51,0.25,0.92,1.94,1.46,1.39,0.25,0.92,10.95
11/19/2014 4:00,2.02,1.55,19.46,3.13,7.06,8.44,2.02,1.55,3.13,7.06,10.88
11/19/2014 10:00,19.98,44.45,117.8,17.69,18.96,1015.22,2.17,4.83,1.92,2.06,10.79
11/19/2014 16:00,11.11,39.83,116.6,4.7,8.45,989.68,11.11,39.83,4.7,8.45,10.65
11/19/2014 22:00,4.18,8.61,31.84,2.15,4.01,189.41,4.18,8.61,2.15,4.01,10.74
11/20/2014 4:00,4.99,5.78,10.51,2.09,3.89,59.57,4.99,5.78,2.09,3.89,10.84
11/20/2014 10:00,5,4.47,19.2,3.52,8.54,21.82,5,4.47,3.52,8.54,10.72
11/20/2014 10:00,5,4.47,19.2,3.52,8.54,21.82,5,4.47,3.52,8.54,10.72
11/20/2014 16:00,14.82,17.09,68.36,3.56,10.23,145.39,14.82,17.09,3.56,10.23,10.79
11/20/2014 22:00,7.11,6.59,16.05,2.09,5.36,32.25,7.11,6.59,2.09,5.36,10.74
11/21/2014 4:00,6.7,6.17,13.19,2.24,5.27,18.74,6.7,6.17,2.24,5.27,10.86
11/21/2014 10:00,4.33,3.64,4.56,1.05,2.89,4.49,4.33,3.64,1.05,2.89,10.85
11/21/2014 16:00,3.96,3.36,5.28,1.05,2.68,3.38,3.96,3.36,1.05,2.68,10.7
11/21/2014 22:00,3.47,3.15,6.72,1,2.45,3.68,3.47,3.15,1,2.45,10.75
11/22/2014 4:00,3.72,3.28,5.29,1,2.55,2.92,3.72,3.28,1,2.55,10.68
11/22/2014 10:00,3.84,3.16,20.4,1.93,4.02,12.17,3.84,3.16,1.93,4.02,10.79
11/22/2014 16:00,4.1,3.34,10.58,1.58,3.01,6.09,4.1,3.34,1.58,3.01,10.69
11/22/2014 22:00,3.89,3.26,5.64,1.3,2.73,3.57,3.89,3.26,1.3,2.73,10.88
11/23/2014 4:00,4.28,3.59,3.45,1.21,3.04,3.06,4.28,3.59,1.21,3.04,10.75
11/23/2014 10:00,5.24,4.3,3.24,1.48,4,4.38,5.24,4.3,1.48,4,10.91
11/23/2014 16:00,4.14,3.48,4.51,1.57,2.97,2.88,4.14,3.48,1.57,2.97,10.75
11/23/2014 22:00,3.75,3.24,6.59,1.85,2.41,2.55,3.75,3.24,1.85,2.41,10.61
11/24/2014 4:00,4.16,3.5,7,2.79,2.7,2.75,4.16,3.5,2.79,2.7,10.65
11/24/2014 10:00,3.25,3.12,7.33,1.1,2.23,3.03,3.25,3.12,1.1,2.23,10.92
11/24/2014 16:00,4.05,3,4.35,1.12,2.98,2.81,4.05,3,1.12,2.98,10.88
11/24/2014 22:00,4.36,3.7,4.09,0.92,3.37,3.2,4.36,3.7,0.92,3.37,11.14
11/25/2014 4:00,4.94,3.93,4.37,1.5,4.2,3.46,4.94,3.93,1.5,4.2,10.79
11/25/2014 10:00,4.17,3.51,3.62,1.08,3.52,2.95,4.17,3.51,1.08,3.52,11.02
11/25/2014 16:00,4.89,3.83,3.75,1.29,3.97,3.17,4.89,3.83,1.29,3.97,11.21
11/25/2014 22:00,4.34,3.66,3.14,0.98,3.21,3.05,4.34,3.66,0.98,3.21,11.03
11/26/2014 4:00,4.24,3.41,2.82,1.42,3.48,2.84,4.24,3.41,1.42,3.48,10.98
11/26/2014 10:00,4.24,3.57,3.46,0.85,3.11,2.96,4.24,3.57,0.85,3.11,11.02
11/26/2014 16:00,4.43,3.66,3.13,0.8,3.04,2.98,4.43,3.66,0.8,3.04,11.16
11/26/2014 22:00,4.3,3.59,3.07,0.91,3.12,2.96,4.3,3.59,0.91,3.12,10.91
11/27/2014 4:00,4.38,3.68,4.7,1.6,3,3.14,4.38,3.68,1.6,3,10.92
11/27/2014 10:00,4.56,3.62,4.85,1.28,3.34,3.13,4.56,3.62,1.28,3.34,11.16
11/27/2014 16:00,4.68,3.9,4.71,1.26,3.39,4.35,4.68,3.9,1.26,3.39,11.11
11/27/2014 22:00,4.36,3.58,3.5,0.9,3.18,3,4.36,3.58,0.9,3.18,11.08
11/28/2014 4:00,4.09,3.4,3.97,1.12,2.79,2.89,4.09,3.4,1.12,2.79,11.11
11/28/2014 10:00,4.77,3.98,8.99,3.45,3.69,4.04,4.77,3.98,3.45,3.69,11.13
11/28/2014 16:00,4.99,3.98,5.12,2.16,4.09,3.66,4.99,3.98,2.16,4.09,11.23
11/28/2014 22:00,4.35,3.57,2.83,0.88,3.11,2.96,4.35,3.57,0.88,3.11,11.07
11/29/2014 4:00,3.69,3.54,3.84,0.62,2,3.31,3.69,3.54,0.62,2,11.03
11/29/2014 10:00,4.9,3.99,4.63,1.44,3.74,3.48,4.9,3.99,1.44,3.74,10.84
11/29/2014 16:00,5.08,3.88,4.38,1.55,4,3.42,5.08,3.88,1.55,4,10.8
11/29/2014 22:00,4.32,3.62,3.24,0.87,3.04,3,4.32,3.62,0.87,3.04,11.31
11/30/2014 4:00,4.85,3.8,3.3,1.17,3.15,3.05,4.85,3.8,1.17,3.15,10.86
11/30/2014 16:00,5.02,3.94,5.32,2.94,4.07,3.38,5.02,3.94,2.94,4.07,10.84
11/30/2014 22:00,4.53,3.8,3.82,1.26,3.21,3.1,4.53,3.8,1.26,3.21,10.8
12/1/2014 4:00,4.33,3.6,3.55,1.22,3.1,3.02,4.33,3.6,1.22,3.1,10.9
12/1/2014 10:00,4.5,3.69,4.87,2.18,3.02,3.21,4.5,3.69,2.18,3.02,10.91
12/1/2014 16:00,4.5,3.76,4.98,2.72,2.71,3.19,4.5,3.76,2.72,2.71,10.7
12/1/2014 22:00,5.04,3.97,13.56,2.96,5.3,6.76,5.04,3.97,2.96,5.3,10.88
12/2/2014 4:00,4.82,3.88,7.33,2.02,4.32,4.45,4.82,3.88,2.02,4.32,10.9
12/2/2014 10:00,4.38,3.76,5.68,1.65,3.36,3.77,4.38,3.76,1.65,3.36,10.98
12/2/2014 16:00,5.52,4.46,5.42,1.85,4.01,4.05,5.52,4.46,1.85,4.01,11.11
12/2/2014 22:00,5.84,4.46,3.97,1.69,4.18,3.7,5.84,4.46,1.69,4.18,10.99
12/3/2014 4:00,5.21,4.2,4.06,1.67,3.77,3.66,5.21,4.2,1.67,3.77,10.98
12/3/2014 10:00,3.71,3,2.85,0.95,2.51,2.72,3.71,3,0.95,2.51,10.66
12/3/2014 16:00,1.97,1.77,1.75,0.64,1.46,2.02,1.97,1.77,0.64,1.46,10.23
12/3/2014 22:00,1.79,1.79,2.62,0.52,1.22,2.27,1.79,1.79,0.52,1.22,10.32
12/4/2014 4:00,1.84,1.75,2.81,0.58,1.43,2.21,1.84,1.75,0.58,1.43,10.21
12/4/2014 10:00,1.12,1.13,4.31,0.3,0.72,1.88,1.12,1.13,0.3,0.72,9.96
12/4/2014 16:00,1.3,1.23,4.29,0.43,1.01,1.92,1.3,1.23,0.43,1.01,10.12
12/4/2014 22:00,1.23,1.24,5.02,0.36,0.95,2.06,1.23,1.24,0.36,0.95,10.02
12/5/2014 4:00,1.34,1.31,6.24,0.59,1.13,2.28,1.34,1.31,0.59,1.13,9.96
12/5/2014 10:00,1.4,1.32,5.14,0.32,0.92,2.01,1.4,1.32,0.32,0.92,10.36
12/5/2014 16:00,1.59,1.41,4.28,0.51,1.31,1.98,1.59,1.41,0.51,1.31,10.02
12/5/2014 22:00,1.4,1.24,3.32,0.35,1.03,1.81,1.4,1.24,0.35,1.03,10.21
12/6/2014 4:00,1.2,1.15,3.39,0.35,0.8,1.77,1.2,1.15,0.35,0.8,10.16
12/6/2014 10:00,0.91,0.95,1.76,0.2,0.64,1.5,0.91,0.95,0.2,0.64,10.1
12/6/2014 16:00,0.96,0.94,1.05,0.31,0.79,1.32,0.96,0.94,0.31,0.79,8.62
12/6/2014 22:00,1.43,1.37,1.45,0.28,0.91,1.77,1.43,1.37,0.28,0.91,10.2
12/7/2014 4:00,1.84,1.69,1.73,0.46,1.28,2.05,1.84,1.69,0.46,1.28,10.25
12/7/2014 10:00,1.88,1.92,4.04,0.63,1.44,2.9,1.88,1.92,0.63,1.44,10.12
12/7/2014 16:00,1.85,1.66,3.94,0.47,1.36,2.48,1.85,1.66,0.47,1.36,10.25
12/7/2014 22:00,1.6,1.5,2.49,0.39,1.22,2,1.6,1.5,0.39,1.22,10.2
12/8/2014 4:00,1.25,1.34,3.7,0.47,0.93,2.17,1.25,1.34,0.47,0.93,10.33
12/8/2014 10:00,1.38,1.24,5.71,1.43,1.51,2.6,1.38,1.24,1.43,1.51,10.34
12/8/2014 16:00,1.52,1.41,3.96,0.7,1.35,2.16,1.52,1.41,0.7,1.35,10.38
12/8/2014 22:00,1.54,1.57,4.23,0.58,1.22,2.36,1.54,1.57,0.58,1.22,10.38
12/9/2014 4:00,2.94,2.32,2.58,0.82,1.86,2.31,2.94,2.32,0.82,1.86,10.36
12/9/2014 10:00,22.7,22.19,55.87,4.39,16.28,241.05,22.7,22.19,4.39,16.28,10.34
12/9/2014 16:00,20.64,30.07,75.71,7.06,17.37,276.64,20.64,30.07,7.06,17.37,10.41
12/10/2014 4:00,4.48,4.04,4.8,1.78,3.37,16.13,4.48,4.04,1.78,3.37,10.25
12/10/2014 16:00,3.14,2.55,1.46,0.99,2.51,4.49,3.14,2.55,0.99,2.51,9.93
12/10/2014 22:00,6.36,5.02,34.82,3.32,7.98,149.41,6.36,5.02,3.32,7.98,9.81
12/11/2014 4:00,6.88,7.75,34.72,2.98,5.69,263.3,6.88,7.75,2.98,5.69,10.18
12/11/2014 10:00,4.6,4.1,14.07,2.39,3.68,72.56,4.6,4.1,2.39,3.68,10.34
12/11/2014 16:00,4.35,3.45,7.01,3.72,2.79,24.37,4.35,3.45,3.72,2.79,10.57
12/11/2014 22:00,4.06,3.1,6.11,2.68,3.85,9.14,4.06,3.1,2.68,3.85,10.61
12/12/2014 4:00,3.81,2.76,3.45,1.89,3.12,4.67,3.81,2.76,1.89,3.12,10.49
12/12/2014 10:00,3.38,2.74,11.29,1.98,3.72,16.59,3.38,2.74,1.98,3.72,10.61
12/12/2014 16:00,3.85,3.2,6.88,1.97,2.99,9.42,3.85,3.2,1.97,2.99,10.6
12/12/2014 22:00,3.42,2.64,6.79,1.92,2.84,4.26,3.42,2.64,1.92,2.84,10.67
12/13/2014 16:00,3.45,2.77,5.87,1.4,2.5,2.78,3.45,2.77,1.4,2.5,10.2
12/13/2014 22:00,3.99,3.13,8.62,2.51,3.05,3.21,3.99,3.13,2.51,3.05,10.13
12/14/2014 16:00,11.51,19.56,39.87,2.87,7.01,188.18,11.51,19.56,2.87,7.01,10.16
12/14/2014 22:00,5.46,6.71,12.82,1.71,3.76,45.03,5.46,6.71,1.71,3.76,10.24
12/15/2014 4:00,4.01,3.39,19.09,5.38,9.1,17.34,4.01,3.39,5.38,9.1,10.53
12/15/2014 10:00,3.85,2.95,11.34,5.35,11.07,6.99,3.85,2.95,5.35,11.07,10.1
12/15/2014 16:00,3.65,3.03,14.04,5,5.9,5.38,3.65,3.03,5,5.9,10.24
12/15/2014 22:00,5.98,4.34,9.3,3.23,5.16,4.33,5.98,4.34,3.23,5.16,10.02
12/16/2014 4:00,5.21,4.33,8.22,2.11,4.05,5.78,5.21,4.33,2.11,4.05,10.3
12/16/2014 10:00,5.25,4.02,5.41,3.08,3.98,3.69,5.25,4.02,3.08,3.98,9.77
12/16/2014 16:00,3.98,3.46,3.77,1.81,3.01,3.35,3.98,3.46,1.81,3.01,10.14
12/16/2014 22:00,4.47,3.67,2.38,0.98,3.05,3.15,4.47,3.67,0.98,3.05,10.4
12/17/2014 4:00,4.58,3.66,2.39,0.92,3.29,3.15,4.58,3.66,0.92,3.29,10.5
12/17/2014 10:00,5.95,4.56,6.7,2.29,4.58,5.03,5.95,4.56,2.29,4.58,10.32
12/17/2014 16:00,11.84,10,26.4,3.69,12.08,56.36,11.84,10,3.69,12.08,10.36
12/17/2014 22:00,6.16,5.14,7.8,1.51,4.89,14.74,6.16,5.14,1.51,4.89,10.3
12/18/2014 4:00,4.77,3.85,6.25,3.04,4.13,7.02,4.77,3.85,3.04,4.13,10.4
12/18/2014 10:00,4.09,3.66,7.06,2.62,2.8,4.98,4.09,3.66,2.62,2.8,10.41
12/18/2014 16:00,6.67,4.82,17.22,3.56,7.81,18.64,6.67,4.82,3.56,7.81,10.34
12/18/2014 22:00,5.7,4.52,6.04,1.7,4.57,7.2,5.7,4.52,1.7,4.57,10.3
12/19/2014 4:00,5.7,4.27,3.28,1.62,4.35,4.51,5.7,4.27,1.62,4.35,10.4
12/19/2014 10:00,12.62,20.8,72.95,4.11,13.21,527.5,12.62,20.8,4.11,13.21,10.37
12/19/2014 16:00,11.54,21.38,56.91,4.99,10.42,453,11.54,21.38,4.99,10.42,10.48
12/19/2014 22:00,2.92,4.54,11.38,1.01,2.22,77.3,2.92,4.54,1.01,2.22,10.85
12/20/2014 4:00,1.44,1.83,4.59,0.42,0.94,19.6,1.44,1.83,0.42,0.94,10.8
12/20/2014 10:00,1.83,2.05,4.6,0.51,1.27,9.11,1.83,2.05,0.51,1.27,10.66
12/20/2014 16:00,6.26,4.27,34.14,3.27,10.91,55.49,6.26,4.27,3.27,10.91,10.51
12/21/2014 4:00,1.22,1.3,8.91,5.72,3.3,6.8,1.22,1.3,5.72,3.3,10.52
12/21/2014 10:00,31.83,15.73,55.41,7.63,22.22,133.37,31.83,15.73,7.63,22.22,10.19
12/21/2014 16:00,29.74,53.01,287.6,38.42,32.08,1033.05,3.39,6.04,4.38,3.66,9.89
12/21/2014 22:00,3.14,6.93,53.37,1.98,2.65,156.65,3.14,6.93,1.98,2.65,9.51
12/22/2014 4:00,1.62,2.89,19.58,0.53,1.15,55.09,1.62,2.89,0.53,1.15,9.61
12/22/2014 10:00,1.04,1.22,8.23,0.51,0.7,12.5,1.04,1.22,0.51,0.7,9.69
12/22/2014 16:00,1.26,1.23,7.37,1.64,1.29,4.81,1.26,1.23,1.64,1.29,9.8
12/22/2014 22:00,1.07,1.02,4.5,0.76,0.89,2.67,1.07,1.02,0.76,0.89,9.71
12/23/2014 4:00,1.12,1.16,4.86,0.59,0.85,2.91,1.12,1.16,0.59,0.85,9.69
12/23/2014 10:00,1.36,1.24,3.9,0.56,1.1,2.44,1.36,1.24,0.56,1.1,9.79
12/23/2014 16:00,1.51,1.46,2.67,0.51,1.07,2.53,1.51,1.46,0.51,1.07,10.03
12/23/2014 22:00,1.57,1.63,2.52,0.36,1.01,3.91,1.57,1.63,0.36,1.01,10.18
12/24/2014 4:00,1.51,1.51,1.75,0.33,1,3.09,1.51,1.51,0.33,1,10.11
12/24/2014 10:00,1.32,1.25,2.95,0.53,0.87,2.18,1.32,1.25,0.53,0.87,10.02
12/24/2014 16:00,1.42,1.28,3.34,0.89,1.03,2.19,1.42,1.28,0.89,1.03,10.38
12/24/2014 22:00,1.46,1.42,5.55,1.64,2.09,4,1.46,1.42,1.64,2.09,10.24
12/24/2014 22:00,1.46,1.42,5.55,1.64,2.09,4,1.27,1.36,1.04,1.15,10.24
12/24/2014 22:00,1.46,1.42,5.55,1.64,2.09,4,1.46,1.42,1.64,2.09,10.24
12/25/2014 4:00,25.21,45,95.41,26.55,29.63,696.95,1,1.78,1.05,1.17,10.22
12/25/2014 10:00,11.94,21.53,71.52,4.15,12.88,381.62,11.94,21.53,4.15,12.88,10.28
12/25/2014 16:00,3.49,6.12,24.31,2.21,4.36,106.96,3.49,6.12,2.21,4.36,10.34
12/25/2014 22:00,1.22,1.7,7.43,1.32,1.26,19.6,1.22,1.7,1.32,1.26,10.38
12/26/2014 4:00,3.79,3.67,17.6,3.02,4.83,27.72,3.79,3.67,3.02,4.83,10.41
12/26/2014 10:00,4.33,3.75,5.14,1.9,3.23,9.68,4.33,3.75,1.9,3.23,10.56
12/26/2014 16:00,4.67,3.92,3.94,1.93,3.03,6.66,4.67,3.92,1.93,3.03,10.74
12/27/2014 4:00,4.9,4.29,3.6,2.27,2.83,4.42,4.9,4.29,2.27,2.83,10.7
12/27/2014 10:00,4.04,3.35,3.07,2.53,2.72,3.15,4.04,3.35,2.53,2.72,10.68
12/27/2014 16:00,4.18,3.39,3.67,3.67,4.12,3.29,4.18,3.39,3.67,4.12,10.55
12/27/2014 22:00,4.34,3.48,3.04,3.15,3.28,3.05,4.34,3.48,3.15,3.28,10.47
12/28/2014 4:00,3.76,3.32,2.96,1.83,2.68,3.25,3.76,3.32,1.83,2.68,10.5
12/28/2014 10:00,3.5,2.82,2.16,1.05,2.18,2.44,3.5,2.82,1.05,2.18,10.67
12/28/2014 16:00,3.88,3.03,2.06,1.12,2.32,2.71,3.88,3.03,1.12,2.32,10.59
12/28/2014 22:00,3.83,3.09,2.43,1.65,2.4,2.78,3.83,3.09,1.65,2.4,10.55
12/29/2014 4:00,3.81,3.03,1.89,1.2,2.37,2.95,3.81,3.03,1.2,2.37,10.6
12/29/2014 10:00,3.7,2.93,1.39,0.74,2.21,2.76,3.7,2.93,0.74,2.21,10.39
12/29/2014 16:00,3.64,2.98,1.36,0.99,2.04,2.74,3.64,2.98,0.99,2.04,10.32
12/29/2014 22:00,4.28,3.47,1.21,0.93,2.36,2.9,4.28,3.47,0.93,2.36,10.43
12/30/2014 4:00,4.46,3.52,1.06,0.94,2.54,2.88,4.46,3.52,0.94,2.54,10.37
12/30/2014 10:00,4.33,3.48,1.15,1.02,2.52,2.85,4.33,3.48,1.02,2.52,10.46
12/30/2014 16:00,4.52,3.68,2.14,2.23,2.51,2.98,4.52,3.68,2.23,2.51,10.75
12/30/2014 22:00,3.96,3.16,1.35,1.36,2.44,2.59,3.96,3.16,1.36,2.44,10.51
12/31/2014 4:00,3.31,2.54,1.05,0.83,2.05,2.21,3.31,2.54,0.83,2.05,10.14
12/31/2014 10:00,3.56,2.95,1.28,0.94,1.95,2.46,3.56,2.95,0.94,1.95,10.6
12/31/2014 16:00,4.71,3.87,1.98,2.74,2.62,3.09,4.71,3.87,2.74,2.62,10.97
12/31/2014 22:00,4.78,3.93,1.77,1.54,2.58,3.1,4.78,3.93,1.54,2.58,10.88
1/1/2015 4:00,4.28,3.6,2.27,2.51,2.53,2.98,4.28,3.6,2.51,2.53,10.84
1/1/2015 10:00,4.9,3.98,2.07,1.82,2.7,3.1,4.9,3.98,1.82,2.7,10.83
1/1/2015 16:00,5.06,3.91,2.12,2.39,2.82,3.17,5.06,3.91,2.39,2.82,10.56
1/1/2015 22:00,4.96,4.04,2.33,3.01,2.65,3.16,4.96,4.04,3.01,2.65,10.75
1/2/2015 4:00,4.62,3.81,2.87,4.72,2.54,3.16,4.62,3.81,4.72,2.54,10.8
1/2/2015 10:00,1.87,1.66,43.21,1.36,1.15,28.63,1.87,1.66,1.36,1.15,10.91
1/2/2015 16:00,7.98,10.71,105.3,2.62,5.09,661.66,7.98,10.71,2.62,5.09,10.81
1/2/2015 22:00,6.29,6.08,30.68,1.77,3.94,156.29,6.29,6.08,1.77,3.94,10.84
1/3/2015 4:00,5.22,4.65,16.08,1.46,3.61,69.36,5.22,4.65,1.46,3.61,10.65
1/3/2015 16:00,3.9,3.27,3.34,0.69,2.51,8.78,3.9,3.27,0.69,2.51,10.7
1/3/2015 22:00,4.11,3.27,2.61,0.9,2.67,5.08,4.11,3.27,0.9,2.67,10.66
1/4/2015 4:00,1.4,1.89,3.81,0.39,0.8,3.55,1.4,1.89,0.39,0.8,10.74
1/4/2015 10:00,2.98,2.45,2.3,0.66,1.92,2.6,2.98,2.45,0.66,1.92,10.71
1/4/2015 16:00,3.09,2.48,2.44,0.63,2,2.53,3.09,2.48,0.63,2,10.73
1/4/2015 22:00,3.17,2.55,2.81,0.88,2.22,2.68,3.17,2.55,0.88,2.22,10.68
1/5/2015 4:00,2.86,2.25,2.52,0.95,2.16,2.45,2.86,2.25,0.95,2.16,10.86
1/5/2015 10:00,2.51,2.04,2.41,0.5,1.55,2.19,2.51,2.04,0.5,1.55,10.9
1/5/2015 16:00,2.89,2.36,3.23,1.11,1.95,2.6,2.89,2.36,1.11,1.95,10.86
1/5/2015 22:00,3.02,2.42,2.33,0.97,2.22,2.48,3.02,2.42,0.97,2.22,10.8
1/6/2015 4:00,2.66,2.17,4.72,1.3,1.79,2.76,2.66,2.17,1.3,1.79,10.78
1/6/2015 16:00,3.65,3.05,6.57,2.04,2.66,4.5,3.65,3.05,2.04,2.66,10.62
1/6/2015 22:00,26.16,43.08,73.83,7.43,22.26,946.3,26.16,43.08,7.43,22.26,7.01
1/8/2015 0:10,20.06,59.3,76.08,12.53,27.78,2209.39,10.6,31.34,6.62,14.68,5.58
1/8/2015 4:00,192.7,148.5,174.6,24.27,98.76,1762.1,89.61,69.09,11.29,45.93,6.4
1/8/2015 10:00,53.75,34.2,46.11,31.04,76.69,474.45,16.25,10.34,9.38,23.19,8.93
1/8/2015 16:00,35.47,23.62,31.63,19.78,50.1,327.82,15.44,10.28,8.61,21.81,9.44
1/8/2015 22:00,14.8,11.83,17.85,7.18,17.51,164.08,14.8,11.83,7.18,17.51,10.43
1/9/2015 4:00,6.57,4.94,5.16,2.36,7.31,49.16,6.57,4.94,2.36,7.31,10.66
1/9/2015 10:00,7.22,5.28,7.98,4.07,8.95,56.91,7.22,5.28,4.07,8.95,9.89
1/9/2015 16:00,5.69,4.47,30.33,3.66,6.68,60.54,5.69,4.47,3.66,6.68,10.31
1/9/2015 22:00,4.02,3.27,24.44,1.17,3.39,29.62,4.02,3.27,1.17,3.39,10.61
1/9/2015 22:00,4.02,3.27,24.44,1.17,3.39,29.62,4.02,3.27,1.17,3.39,10.61
1/10/2015 4:00,3.67,3.2,26.06,1.17,2.91,28.33,3.67,3.2,1.17,2.91,10.69
1/10/2015 10:00,2.63,2.25,32.47,0.82,2.05,25.9,2.63,2.25,0.82,2.05,10.68
1/10/2015 16:00,12.6,36.58,368.9,5.44,11.46,2304.95,12.6,36.58,5.44,11.46,10.47
1/10/2015 22:00,3.2,4.08,34.94,1.17,2.98,137.17,3.2,4.08,1.17,2.98,10.71
1/11/2015 4:00,2.54,2.66,33.87,0.76,2.07,71.98,2.54,2.66,0.76,2.07,10.58
1/11/2015 10:00,2.03,1.95,36.58,0.83,1.61,51.68,2.03,1.95,0.83,1.61,10.7
1/11/2015 16:00,2.73,2.35,18.82,0.67,2.02,38.35,2.73,2.35,0.67,2.02,10.7
1/11/2015 22:00,2.14,1.86,18.2,0.5,1.66,19.8,2.14,1.86,0.5,1.66,10.77
1/12/2015 4:00,2.51,2.12,14.09,0.61,1.86,16.76,2.51,2.12,0.61,1.86,11.22
1/12/2015 16:00,2.4,2.14,10.37,0.58,1.84,8.48,2.4,2.14,0.58,1.84,10.95
1/12/2015 22:00,2.52,2.07,19.14,0.63,1.88,12.26,2.52,2.07,0.63,1.88,10.79
1/13/2015 4:00,2.33,1.9,17.7,0.55,1.64,11.63,2.33,1.9,0.55,1.64,10.73
