Date,Octanol PPM ,Hexanol PPM ,Ethanol PPM ,Dodecanol PPM ,Decanol PPM ,Butanol PPM,%nC8OH,%nC6OH,%nC12OH,%nC10OH ,%Al2O3_bM
5/11/2012 23:41,15.83,33.38,222.9,4.45,12.26,2510.95,15.83,33.38,4.45,12.26,4.55
5/12/2012 10:00,17.46,32.45,202.9,5.6,15.27,2580.05,17.46,32.45,5.6,15.27,3.61
5/12/2012 16:00,11.15,22.35,186.5,4.71,9.24,1946.49,11.15,22.35,4.71,9.24,4.11
5/12/2012 22:00,5.46,9.82,72.75,2.34,4.01,768.78,5.46,9.82,2.34,4.01,7.5
5/13/2012 4:00,4.23,5.48,44.95,2.26,3.38,333.09,4.23,5.48,2.26,3.38,7.86
5/13/2012 10:00,3.15,3.14,35.58,1.32,2.11,99.18,3.15,3.14,1.32,2.11,10.97
5/13/2012 16:00,2.33,2.04,42.4,1.17,1.51,70.29,2.33,2.04,1.17,1.51,11.23
5/13/2012 22:00,1.8,1.53,39.19,0.66,1.01,33.29,1.8,1.53,0.66,1.01,11.02
5/14/2012 4:00,1.98,1.71,31.61,0.6,1.17,27.38,1.98,1.71,0.6,1.17,11.79
5/14/2012 10:00,1.32,1.24,90.59,0.75,0.86,98.68,1.32,1.24,0.75,0.86,11.26
5/14/2012 16:00,1.98,1.85,85.65,0.75,1.17,70.66,1.98,1.85,0.75,1.17,10.56
5/14/2012 22:00,2,1.94,111.6,0.52,1.01,78.43,2,1.94,0.52,1.01,10.51
5/15/2012 4:00,1.88,1.68,99.56,1.43,1.34,77.4,1.88,1.68,1.43,1.34,10.73
5/15/2012 10:00,1.49,1.4,104.4,0.82,0.76,93.86,1.49,1.4,0.82,0.76,10.77
5/15/2012 16:00,1.25,1.25,121.1,2.05,1.01,103.63,1.25,1.25,2.05,1.01,10.7
5/15/2012 22:00,1.1,1.16,177.7,1.82,0.78,86.55,1.1,1.16,1.82,0.78,10.5
5/16/2012 4:00,1.09,1.25,167.6,1.35,0.79,84.12,1.09,1.25,1.35,0.79,10.8
5/16/2012 10:00,0.93,1.11,158.6,1.4,0.64,80.54,0.93,1.11,1.4,0.64,10.7
5/16/2012 22:00,1.27,1.33,108.8,0.46,0.78,36.52,1.27,1.33,0.46,0.78,10.5
5/17/2012 4:00,1.68,1.55,103.5,0.77,1.14,44.62,1.68,1.55,0.77,1.14,10.5
5/17/2012 10:00,1.49,1.37,88.29,0.55,1.03,30.37,1.49,1.37,0.55,1.03,10.5
5/17/2012 16:00,2.17,1.74,105,0.85,1.43,34.11,2.17,1.74,0.85,1.43,10.05
5/17/2012 22:00,2.6,2.14,168.3,1.44,1.89,45.48,2.6,2.14,1.44,1.89,9.9
5/18/2012 4:00,3.55,2.79,145.6,1,2.23,42.7,3.55,2.79,1,2.23,9.9
5/18/2012 10:00,4.27,3.19,86.66,1.24,2.82,35.84,4.27,3.19,1.24,2.82,10.42
5/18/2012 17:00,3.99,3.06,56.08,0.91,2.5,24.25,3.99,3.06,0.91,2.5,10.07
5/18/2012 22:00,3.2,2.77,81.57,0.88,2.04,27.95,3.2,2.77,0.88,2.04,9.98
5/19/2012 4:00,3.66,2.9,69.12,1.16,2.56,27.95,3.66,2.9,1.16,2.56,10.15
5/19/2012 10:00,2.75,2.19,60.27,1.12,2.18,23.93,2.75,2.19,1.12,2.18,10.11
5/19/2012 16:00,1.9,1.45,63.04,0.64,1.07,30.56,1.9,1.45,0.64,1.07,10.1
5/19/2012 22:00,1.98,1.61,64.19,0.5,1.22,28.65,1.98,1.61,0.5,1.22,10.11
5/20/2012 4:00,2.5,2.01,58.77,0.54,1.29,29,2.5,2.01,0.54,1.29,10.39
5/20/2012 10:00,2.91,2.38,69.95,0.72,1.76,32.79,2.91,2.38,0.72,1.76,10.32
5/20/2012 16:00,2.78,2.15,81.73,0.89,1.81,31.06,2.78,2.15,0.89,1.81,9.98
5/20/2012 22:00,2.94,2.36,82.14,0.77,1.65,31.78,2.94,2.36,0.77,1.65,9.94
5/21/2012 4:00,2.87,2.35,65.71,0.77,1.7,29.85,2.87,2.35,0.77,1.7,10
5/21/2012 10:00,3.16,2.6,88.64,0.98,2,45.44,3.16,2.6,0.98,2,10.5
5/21/2012 16:00,2.94,2.28,126.3,0.94,1.91,44.42,2.94,2.28,0.94,1.91,9.8
5/21/2012 22:00,2.35,1.96,113.6,0.85,1.42,40.62,2.35,1.96,0.85,1.42,10.1
5/21/2012 22:00,2.35,1.96,113.6,0.85,1.42,40.62,2.35,1.96,0.85,1.42,10.1
5/22/2012 4:00,2.5,2.16,95.39,0.79,1.47,37.26,2.5,2.16,0.79,1.47,10.52
5/22/2012 10:00,3.11,2.47,86.25,1.02,1.95,39.58,3.11,2.47,1.02,1.95,10.5
5/22/2012 16:00,2.5,2.13,108,0.89,1.5,39.42,2.5,2.13,0.89,1.5,10.8
5/22/2012 22:00,2.61,2.06,106.4,1.15,1.4,32.17,2.61,2.06,1.15,1.4,9.84
5/23/2012 4:00,2.92,2.29,91.6,1.01,1.87,33,2.92,2.29,1.01,1.87,10.24
5/23/2012 10:00,3.08,2.41,50.86,0.66,1.79,23.94,3.08,2.41,0.66,1.79,9.7
5/23/2012 16:00,0.74,0.58,13.21,0.57,0.71,5.79,0.74,0.58,0.57,0.71,3.7
5/23/2012 22:00,3.5,3.01,18.72,0.76,2.3,11.03,3.65,3.01,0.76,2.3,10.29
5/24/2012 4:00,2.59,2.11,28.44,0.61,1.44,19.81,2.59,2.11,0.61,1.44,10.84
5/24/2012 10:00,2.63,2.19,50.08,0.68,1.5,31.82,2.63,2.19,0.68,1.5,10.6
5/24/2012 16:00,3.26,2.51,75.88,1.54,2.07,45.02,3.26,2.51,1.54,2.07,11.1
5/24/2012 22:00,54.1,153.5,558.6,38.14,54.12,3835.22,0.19,0.53,0.13,0.19,9.97
5/25/2012 4:00,18.47,54.31,327.6,11.26,12.69,1799.24,0.72,2.11,0.44,0.49,9.6
5/25/2012 10:00,8.33,21.71,143.9,1.52,4.86,593.22,8.33,21.71,1.52,4.86,10.25
5/25/2012 16:00,5.49,9.78,84.46,1.18,3.24,246.01,5.49,9.78,1.18,3.24,10.6
5/25/2012 22:00,3.93,3.59,81.28,1.55,2.65,71.12,3.93,3.59,1.55,2.65,9.93
5/26/2012 4:00,3.79,3,82.66,1.64,2.58,54.45,3.79,3,1.64,2.58,9.75
5/26/2012 10:00,3.24,2.46,77.74,1.21,1.77,49.17,3.24,2.46,1.21,1.77,9.98
5/26/2012 16:00,3.1,2.52,111.3,2.03,1.91,56.77,3.1,2.52,2.03,1.91,10.13
5/26/2012 22:00,3.01,2.38,86.35,1.78,1.82,43.67,3.01,2.38,1.78,1.82,9.48
5/27/2012 4:00,3.32,2.5,78.85,1.73,1.95,43.99,3.32,2.5,1.73,1.95,9.5
5/27/2012 10:00,3.03,2.24,56.16,0.98,1.6,32.82,3.03,2.24,0.98,1.6,9.52
5/27/2012 10:00,3.03,2.24,56.16,0.98,1.6,32.82,3.03,2.24,0.98,1.6,9.72
5/27/2012 16:00,2.86,2.14,66.67,1.21,1.26,38.92,2.86,2.14,1.21,1.26,10
5/27/2012 22:00,3.32,3.15,90.97,1.84,1.83,69.55,3.32,3.15,1.84,1.83,9.69
5/28/2012 4:00,3.04,2.35,78.98,2.17,1.69,41.59,3.04,2.35,2.17,1.69,9.67
5/28/2012 10:00,2.92,2.03,92.18,2.87,1.74,50.9,2.92,2.03,2.87,1.74,9.74
5/28/2012 16:00,2.91,2.22,118.7,4.03,1.91,64.46,2.91,2.22,4.03,1.91,9.8
5/28/2012 22:00,2.68,2.07,89.15,1.78,1.5,36.91,2.68,2.07,1.78,1.5,9.7
5/29/2012 4:00,3.26,2.46,85.16,1.94,1.87,37.02,3.26,2.46,1.94,1.87,9.62
5/29/2012 10:00,3.77,2.73,66.67,1.47,2.08,31.27,3.77,2.73,1.47,2.08,9.79
5/29/2012 16:00,4.71,3.33,52.91,1.75,2.89,29.88,4.71,3.33,1.75,2.89,10.29
5/29/2012 22:00,4.73,3.56,32.75,1.08,2.55,15.69,4.73,3.56,1.08,2.55,10.23
5/30/2012 4:00,5.08,3.8,32.46,1.33,3.1,16.22,5.08,3.8,1.33,3.1,10.5
5/30/2012 10:00,5.7,4.24,39.64,1.32,3.19,19.51,5.7,4.24,1.32,3.19,10.63
5/30/2012 16:00,6.23,4.39,30.83,1.45,3.65,14.74,6.23,4.39,1.45,3.65,10.2
5/30/2012 22:00,6.77,5.1,43.32,1.77,4.17,17.49,6.77,5.1,1.77,4.17,10.32
5/31/2012 4:00,6.17,4.44,25.69,1.47,3.59,12.01,6.17,4.44,1.47,3.59,10.74
5/31/2012 10:00,5.21,3.83,22.52,1.07,2.76,11.14,5.21,3.83,1.07,2.76,10.46
5/31/2012 16:00,5.26,4,17.26,1.14,2.89,9.1,5.26,4,1.14,2.89,10.43
6/1/2012 4:00,5.88,4.42,29.04,1.54,3.13,15.03,5.88,4.42,1.54,3.13,9.71
6/1/2012 16:00,5.03,3.86,29.63,1.59,2.85,13.23,5.03,3.86,1.59,2.85,9.92
6/1/2012 22:00,6.16,4.42,34.21,1.35,3.47,13.05,6.16,4.42,1.35,3.47,10.52
6/2/2012 4:00,5.19,3.93,35.36,1.27,2.83,12.81,5.19,3.93,1.27,2.83,10.19
6/2/2012 10:00,5.12,3.93,29.16,1.15,2.35,12.58,5.12,3.93,1.15,2.35,10.18
6/2/2012 16:00,5.95,4.39,28.31,1.48,3.2,12.3,5.95,4.39,1.48,3.2,10.2
6/2/2012 22:00,6.14,4.48,39.16,1.42,3.37,14.35,6.14,4.48,1.42,3.37,10.29
6/3/2012 4:00,5.11,3.74,36.04,1.4,2.94,12.08,5.11,3.74,1.4,2.94,10.32
6/3/2012 10:00,4.4,3.33,24.45,1.19,2.29,9.76,4.4,3.33,1.19,2.29,9.82
6/3/2012 16:00,4.79,3.59,34.53,1.11,2.46,11.54,4.79,3.59,1.11,2.46,9.7
6/3/2012 22:00,6.16,4.32,46.8,1.72,3.8,14.19,6.16,4.32,1.72,3.8,9.74
6/4/2012 4:00,5.89,4.22,46.3,1.58,3.5,14.32,5.89,4.22,1.58,3.5,10.11
6/4/2012 10:00,5.21,3.79,38.49,1.54,2.76,14.9,5.21,3.79,1.54,2.76,9.84
6/4/2012 16:00,5.37,4.06,38.6,1.45,2.83,15.19,5.37,4.06,1.45,2.83,10.3
6/4/2012 22:00,5.9,4.04,36.3,1.67,3.52,12.53,5.9,4.04,1.67,3.52,9.85
6/5/2012 4:00,5.32,3.7,35.63,1.39,3.14,12.4,5.32,3.7,1.39,3.14,9.84
6/5/2012 10:00,2.86,2.2,25.53,0.64,1.55,11.36,2.86,2.2,0.64,1.55,10.02
6/5/2012 16:00,2.26,1.7,30.58,0.53,1.26,12.64,2.26,1.7,0.53,1.26,10.28
6/5/2012 22:00,1.28,1.08,42.78,0.39,0.78,12.65,1.28,1.08,0.39,0.78,10
6/6/2012 4:00,1.12,0.98,50.64,0.48,0.85,14.45,1.12,0.98,0.48,0.85,9.88
6/6/2012 10:00,1.08,0.87,44.41,0.4,0.88,14.35,1.08,0.87,0.4,0.88,10.25
6/6/2012 16:00,0.87,0.71,38.94,0.27,0.62,13.66,0.87,0.71,0.27,0.62,10.43
6/6/2012 22:00,0.69,0.64,42.47,0.3,0.43,16.52,0.69,0.64,0.3,0.43,10.78
6/7/2012 4:00,0.79,0.77,47.88,0.3,0.44,21.06,0.79,0.77,0.3,0.44,10.65
6/7/2012 10:00,0.85,0.76,32.5,0.28,0.5,17.24,0.85,0.76,0.28,0.5,10.34
6/7/2012 16:00,1,0.81,31.8,0.61,0.71,17.3,1,0.81,0.61,0.71,10.75
6/7/2012 22:00,0.59,0.62,24.25,0.22,0.38,11.71,0.59,0.62,0.22,0.38,10.13
6/8/2012 4:00,0.67,0.63,22.35,0.25,0.41,12.35,0.67,0.63,0.25,0.41,10.11
6/8/2012 10:00,0.78,0.72,20.93,0.29,0.49,13.28,0.78,0.72,0.29,0.49,10.57
6/8/2012 16:00,0.75,0.68,15.61,0.28,0.49,10.61,0.75,0.68,0.28,0.49,10.37
6/8/2012 22:00,1.04,0.84,6.69,0.35,0.64,5.09,1.04,0.84,0.35,0.64,10.02
6/9/2012 4:00,2.08,1.7,4.35,0.62,1.29,3.79,2.08,1.7,0.62,1.29,10.03
6/9/2012 10:00,2.09,1.53,6.9,0.63,1.2,4.75,2.09,1.53,0.63,1.2,10.25
6/9/2012 16:00,2.74,1.99,2.66,0.74,1.71,2.93,2.74,1.99,0.74,1.71,10.24
6/9/2012 22:00,3.01,2.3,11.59,0.87,1.83,9.45,3.01,2.3,0.87,1.83,9.98
6/12/2012 22:00,0.07,0.04,0.43,0.18,0.08,0.92,0.07,0.04,0.18,0.08,0.35
6/13/2012 4:00,2.75,2.27,15.42,1.47,1.76,20.01,2.75,2.27,1.47,1.76,7.9
6/13/2012 10:00,3.86,2.95,4.31,1.14,2.07,7.43,3.86,2.95,1.14,2.07,9.8
6/13/2012 16:00,2.8,2.14,68.58,3.06,2.28,44.64,2.8,2.14,3.06,2.28,7.94
6/13/2012 22:00,2.93,2.37,7.37,0.87,1.78,11.37,2.93,2.37,0.87,1.78,13.44
6/14/2012 4:00,3.88,3.05,10.66,1.02,2.15,13.84,3.88,3.05,1.02,2.15,10.87
6/14/2012 10:00,4.32,3.1,30.06,1.46,2.74,31.63,4.32,3.1,1.46,2.74,10.46
6/14/2012 16:00,4.93,3.61,22.75,1.4,3.17,23.32,4.93,3.61,1.4,3.17,11.24
6/14/2012 22:00,5.02,4.29,19.27,0.69,2.57,18.72,5.02,4.29,0.69,2.57,11.2
6/15/2012 4:00,6.08,5.18,32.44,1.86,3.77,24.62,6.08,5.18,1.86,3.77,11.56
6/15/2012 10:00,7.23,5.53,28.5,1.8,4.67,19.79,7.23,5.53,1.8,4.67,11.06
6/15/2012 22:00,0.67,0.39,1.04,0.56,0.82,0.93,0.67,0.39,0.56,0.82,1.79
6/16/2012 4:00,5.51,4.33,9.54,1.22,3.88,7.17,5.51,4.33,1.22,3.88,8.76
6/16/2012 10:00,3.51,2.47,3.82,1.19,2.93,3.39,3.51,2.47,1.19,2.93,8.29
6/16/2012 16:00,2.92,2.09,2.54,1.15,2.41,2.63,2.92,2.09,1.15,2.41,7.6
6/16/2012 22:00,2.64,2.12,2.77,1.02,2.08,2.91,2.64,2.12,1.02,2.08,9.84
6/17/2012 4:00,1.28,0.97,0.95,0.55,1.01,1.25,1.28,0.97,0.55,1.01,7.53
6/17/2012 10:00,2.19,1.44,2.81,0.75,1.88,2.54,2.19,1.44,0.75,1.88,8.17
6/17/2012 16:00,2.66,1.77,5.76,1.05,2.24,4.1,2.66,1.77,1.05,2.24,8.16
6/17/2012 22:00,2.23,1.75,5.5,0.65,1.72,3.93,2.23,1.75,0.65,1.72,8.48
6/18/2012 4:00,2.6,2.09,11.73,0.88,1.87,7.16,2.6,2.09,0.88,1.87,8.9
6/18/2012 10:00,2.85,2.02,22.82,0.74,2.07,13.21,2.85,2.02,0.74,2.07,8.72
6/18/2012 16:00,3.07,2.03,36.2,1,2.34,20.97,3.07,2.03,1,2.34,9.2
6/18/2012 22:00,1.94,1.49,69.06,1.31,1.45,37.03,1.94,1.49,1.31,1.45,9.25
6/19/2012 4:00,2.37,1.79,83.35,2.29,1.7,45.72,2.37,1.79,2.29,1.7,9.32
6/19/2012 10:00,2.85,1.96,86.83,2.73,2.08,48.51,2.85,1.96,2.73,2.08,9.32
6/19/2012 16:00,3.29,2.4,70.6,3.22,2.24,44.56,3.29,2.4,3.22,2.24,9.96
6/19/2012 22:00,4.14,3.42,51.27,1.68,2.41,31.4,4.14,3.42,1.68,2.41,10.75
6/20/2012 4:00,5.56,4.39,42.95,2.12,3.56,28.7,5.56,4.39,2.12,3.56,10.96
6/20/2012 10:00,4.47,3.71,36.87,1.24,2.49,23.25,4.47,3.71,1.24,2.49,11.47
6/20/2012 16:00,4.12,3.53,32.29,1.28,1.75,21.9,4.12,3.53,1.28,1.75,11.74
6/20/2012 22:00,4.63,3.61,45.7,1.37,2.73,29.91,4.63,3.61,1.37,2.73,11.11
6/21/2012 4:00,6.2,6.6,42.28,1.58,4.13,101.88,6.2,6.6,1.58,4.13,10.95
6/21/2012 10:00,4.37,4.16,30.46,1.06,2.83,43.9,4.37,4.16,1.06,2.83,10.96
6/21/2012 16:00,5.2,4.45,30.59,1.46,3.47,32.08,5.2,4.45,1.46,3.47,11.33
6/22/2012 4:00,4.44,3.75,20.5,1.44,3.43,16,4.44,3.75,1.44,3.43,8.54
6/22/2012 10:00,4.16,3.17,31.54,1.48,2.96,15.87,4.16,3.17,1.48,2.96,9.22
6/22/2012 16:00,4.32,3.44,33.86,1.32,2.72,19.2,4.32,3.44,1.32,2.72,10.6
6/22/2012 22:00,4.97,3.84,40.4,1.62,3.26,23.09,4.97,3.84,1.62,3.26,10.43
6/23/2012 4:00,5.94,4.37,33.16,2.05,4.07,18.81,5.94,4.37,2.05,4.07,10.5
6/23/2012 10:00,5,3.95,36.43,1.29,3.08,19.63,5,3.95,1.29,3.08,10.25
6/23/2012 16:00,5,3.75,35.17,1.12,3.01,19.16,5,3.75,1.12,3.01,10.24
6/23/2012 22:00,4.59,3.49,34.73,1.34,3.27,15.88,4.59,3.49,1.34,3.27,9.93
6/24/2012 4:00,4,2.79,31.08,1.16,2.39,14.92,4,2.79,1.16,2.39,10.13
6/24/2012 10:00,2.17,1.74,27.81,0.77,1.5,13.11,2.17,1.74,0.77,1.5,9.99
6/24/2012 16:00,2.07,1.73,29.78,0.82,1.59,12.85,2.07,1.73,0.82,1.59,10.35
6/24/2012 22:00,3.11,2.48,27.08,0.71,1.85,12.42,3.11,2.48,0.71,1.85,10.21
6/25/2012 4:00,3.38,2.42,35.71,1.26,2.41,16.62,3.38,2.42,1.26,2.41,9.93
6/25/2012 10:00,3.68,2.91,37.46,1.44,2.64,17.99,3.68,2.91,1.44,2.64,9.83
6/25/2012 16:00,3.97,3.24,32.05,1.51,2.43,15.85,3.97,3.24,1.51,2.43,9.39
6/25/2012 16:00,3.97,3.24,32.05,1.51,2.43,15.85,3.97,3.24,1.51,2.43,9.39
6/25/2012 22:00,4.8,3.66,21.75,1.29,2.78,11.85,4.8,3.66,1.29,2.78,10.53
6/26/2012 4:00,3.16,2.65,25.15,0.7,1.86,13.66,3.16,2.65,0.7,1.86,10.68
6/26/2012 10:00,2.59,2.14,54.46,1.28,1.72,29.19,2.59,2.14,1.28,1.72,11.02
6/26/2012 16:00,3.73,2.7,19.7,0.82,2.9,10.55,3.73,2.7,0.82,2.9,5.54
6/26/2012 22:00,2.97,2.63,53.85,1.25,1.86,23.05,2.97,2.63,1.25,1.86,10.25
6/27/2012 4:00,3.85,3.29,48.72,1.68,2.64,21.06,3.85,3.29,1.68,2.64,10.5
6/27/2012 10:00,4.4,3.31,26.19,1.21,2.79,11.8,4.4,3.31,1.21,2.79,10.2
6/27/2012 16:00,5.26,3.94,26.12,1.49,3.35,11.89,5.26,3.94,1.49,3.35,10.3
6/27/2012 22:00,4.72,3.64,16.17,1.28,1.79,8.18,4.72,3.64,1.28,1.79,10.3
6/28/2012 4:00,4.6,3.57,16.34,1.21,2.61,8.88,4.6,3.57,1.21,2.61,10.34
6/28/2012 10:00,4.49,3.21,18.62,1.16,2.8,10.07,4.49,3.21,1.16,2.8,11.1
6/28/2012 16:00,5.09,3.73,22.48,1.43,3.17,11.49,5.09,3.73,1.43,3.17,10.7
6/28/2012 22:00,5.43,4.13,14.12,1.04,3.09,8.54,5.43,4.13,1.04,3.09,10.13
6/29/2012 4:00,4.9,3.83,15.47,1.56,3.12,9.09,4.9,3.83,1.56,3.12,10.5
6/29/2012 10:00,4.48,3.4,12.21,1.47,2.91,8.29,4.48,3.4,1.47,2.91,10.32
6/29/2012 16:00,5.24,3.79,12.66,1.14,3.18,8.52,5.24,3.79,1.14,3.18,10.3
6/29/2012 22:00,5.74,4.11,11.81,1.37,3.51,8.13,5.74,4.11,1.37,3.51,10.1
6/30/2012 4:00,6.36,4.53,12.67,1.79,4.05,9.09,6.36,4.53,1.79,4.05,10.7
7/6/2012 4:00,3.49,4.99,204.3,6.42,6.47,574,3.49,4.99,6.42,6.47,5.36
7/6/2012 10:00,11.5,23.84,224.5,4.69,9.28,1422.96,11.5,23.84,4.69,9.28,8.44
7/6/2012 16:00,7.44,13.31,122.9,3.08,6.09,745.68,7.44,13.31,3.08,6.09,9.01
7/6/2012 22:00,4.51,6.65,45.97,1.31,3.07,290.81,4.51,6.65,1.31,3.07,9.34
7/7/2012 4:00,4.35,5.45,34.05,1.55,2.99,190.19,4.35,5.45,1.55,2.99,9.5
7/7/2012 10:00,3.86,4.02,13.89,0.69,1.72,83.29,3.86,4.02,0.69,1.72,9.4
7/7/2012 16:00,3.25,3.44,10.26,1.06,1.99,51.74,3.25,3.44,1.06,1.99,9.5
7/7/2012 22:00,3.57,3.01,4.37,0.86,2.04,20.64,3.57,3.01,0.86,2.04,9.2
7/8/2012 4:00,3.63,3.11,4.02,0.95,2.32,13.86,3.63,3.11,0.95,2.32,9.49
7/8/2012 10:00,3.21,2.86,3.24,0.68,1.85,8.1,3.21,2.86,0.68,1.85,9.6
7/8/2012 16:00,3.5,2.84,2.73,0.94,2.15,5.78,3.5,2.84,0.94,2.15,9.8
7/11/2012 16:00,2.55,2.14,31.95,0.78,1.9,87.64,2.55,2.14,0.78,1.9,6.49
7/11/2012 22:00,2.29,2.03,19.77,0.57,1.4,43.86,2.29,2.03,0.57,1.4,7.61
7/12/2012 4:00,3.2,3.06,36.36,0.98,1.8,34.12,3.2,3.06,0.98,1.8,9.96
7/12/2012 10:00,3.68,3.33,55.02,0.86,1.84,20.04,3.68,3.33,0.86,1.84,10.07
7/12/2012 16:00,3.86,3.18,58.65,1.17,1.81,19.47,3.86,3.18,1.17,1.81,10
7/12/2012 22:00,5.96,4.89,139.1,4.1,3.46,44.05,5.96,4.89,4.1,3.46,10.52
7/13/2012 4:00,6.01,4.95,135.7,3.87,3.87,33.83,6.01,4.95,3.87,3.87,10.78
7/13/2012 10:00,5.9,4.86,61.31,1.76,3.56,16.63,5.9,4.86,1.76,3.56,10.7
7/13/2012 16:00,6.09,4.93,56.8,1.82,3.31,15.63,6.09,4.93,1.82,3.31,10.9
7/13/2012 16:00,6.09,4.93,56.8,1.82,3.31,15.63,1.53,1.63,1.72,1.29,10.9
7/13/2012 16:00,1.53,1.63,67.44,1.72,1.29,173.62,1.53,1.63,1.72,1.29,10.9
7/13/2012 16:00,6.09,4.93,56.8,1.82,3.31,15.63,6.09,4.93,1.82,3.31,10.9
7/13/2012 22:00,6.88,5.71,61.66,1.87,3.79,17.28,6.88,5.71,1.87,3.79,10.88
7/14/2012 4:00,6.44,5.67,57.52,1.64,3.32,14.07,6.44,5.67,1.64,3.32,10.85
7/14/2012 10:00,7.67,7.13,240.8,2,5.09,160.4,7.67,7.13,2,5.09,10.85
7/14/2012 16:00,8.99,8.56,176.8,2.28,5.82,102.63,8.99,8.56,2.28,5.82,11.67
7/14/2012 22:00,8.6,7.32,39.67,1.86,4.61,19.62,8.6,7.32,1.86,4.61,11.22
7/15/2012 4:00,10.51,8.87,45.26,2.72,7.09,19.3,10.51,8.87,2.72,7.09,11.678
7/15/2012 10:00,7.62,6.91,30.78,1.37,4.16,9.76,7.62,6.91,1.37,4.16,11.02
7/15/2012 16:00,3.66,5.1,27.26,0.62,1.03,9.41,3.66,5.1,0.62,1.03,11.14
7/15/2012 22:00,5.88,5.01,52.11,1.67,3.9,10.08,5.88,5.01,1.67,3.9,11.11
7/16/2012 4:00,5.27,4.26,37.77,1.24,3.62,8.42,5.27,4.26,1.24,3.62,11.3
7/16/2012 10:00,5.92,4.51,61.93,1.79,4,12.71,5.92,4.51,1.79,4,10.87
7/16/2012 16:00,6.84,4.9,46.24,1.9,4.34,9.23,6.84,4.9,1.9,4.34,10.89
7/16/2012 22:00,6.6,5.19,77.9,1.86,4.17,14.17,6.6,5.19,1.86,4.17,10.78
7/17/2012 4:00,5.8,4.29,53.58,1.24,3.41,10.25,5.8,4.29,1.24,3.41,10.91
7/17/2012 10:00,5.06,3.76,78.8,1.54,2.96,13.52,5.06,3.76,1.54,2.96,11.11
7/17/2012 16:00,4.95,4.06,84.07,1.65,2.86,14.9,4.95,4.06,1.65,2.86,11.11
7/17/2012 22:00,15.88,35.57,669.7,3.57,9.07,2041.64,15.88,35.57,3.57,9.07,10.29
7/18/2012 4:00,8.84,16.03,307.4,2.4,5.15,808.31,8.84,16.03,2.4,5.15,10.77
7/18/2012 10:00,1.22,1.46,77.83,0.08,0.48,205.91,1.22,1.46,0.08,0.48,10.75
7/18/2012 16:00,5.3,4.86,76.24,1.97,3.26,97.51,5.3,4.86,1.97,3.26,11.56
7/18/2012 22:00,3.29,3,59.55,1.04,1.16,37.41,3.29,3,1.04,1.16,10.63
7/19/2012 4:00,4.03,3.24,78.39,3.17,1.9,33.49,4.03,3.24,3.17,1.9,10.61
7/19/2012 10:00,5.03,4.65,96.33,2.38,3.34,95.65,5.03,4.65,2.38,3.34,10.84
7/19/2012 16:00,3.22,2.71,69.45,2.58,2.83,33.05,3.22,2.71,2.58,2.83,10.82
7/19/2012 22:00,4.31,3.34,26.46,1.58,3.01,13.38,4.31,3.34,1.58,3.01,10.02
7/20/2012 4:00,3.64,2.74,7.68,0.95,2.06,5.59,3.64,2.74,0.95,2.06,10.22
7/20/2012 10:00,4.98,3.59,13.99,1.44,3.38,8.37,4.98,3.59,1.44,3.38,10.22
7/20/2012 16:00,4.62,3.77,21.09,0.87,2.71,25.91,4.62,3.77,0.87,2.71,13.25
7/20/2012 22:00,1.63,1.4,4.34,0.31,0.92,3.96,1.63,1.4,0.31,0.92,10.05
7/21/2012 4:00,1.53,1.44,4.21,0.38,0.97,3.85,1.53,1.44,0.38,0.97,10.11
7/21/2012 10:00,1.29,1.27,3.88,0.33,0.83,3.22,1.29,1.27,0.33,0.83,10.4
7/21/2012 16:00,1.65,1.55,4.4,0.39,1,3.72,1.65,1.55,0.39,1,10.28
7/21/2012 22:00,1.32,1.45,3.26,0.21,0.71,2.75,1.32,1.45,0.21,0.71,10.61
7/22/2012 4:00,1.46,1.55,4.57,0.33,0.75,3.73,1.46,1.55,0.33,0.75,10.66
7/22/2012 10:00,2.14,1.97,4.79,0.5,1.34,4.05,2.14,1.97,0.5,1.34,10.73
7/22/2012 16:00,2.15,2.07,4.91,0.42,1.28,3.99,2.15,2.07,0.42,1.28,10.76
7/22/2012 22:00,1.8,1.88,4.4,0.21,0.93,3.28,1.8,1.88,0.21,0.93,10.86
7/23/2012 4:00,1.95,1.99,5.18,0.41,1.09,3.48,1.95,1.99,0.41,1.09,10.98
7/23/2012 10:00,1.44,1.96,6.3,0.3,0.76,3.65,1.44,1.96,0.3,0.76,11.21
7/23/2012 16:00,1.58,2.07,7.13,0.36,0.81,3.95,1.58,2.07,0.36,0.81,11.11
7/23/2012 22:00,1.96,2.23,18.45,0.59,1.2,6.83,1.96,2.23,0.59,1.2,11.14
7/24/2012 4:00,1.97,1.92,21.45,0.5,1.12,7.17,1.97,1.92,0.5,1.12,10.85
7/24/2012 10:00,57.96,230.3,1009,17.67,30.4,5922.12,3.05,12.11,0.93,1.6,10.4
7/24/2012 16:00,22.51,81.44,383.1,13.13,15.07,2142.01,2.36,8.56,1.38,1.58,10.23
7/24/2012 22:00,13.05,42.17,319.7,2.17,5.94,1139.28,13.05,42.17,2.17,5.94,10.25
7/25/2012 4:00,9.14,18.52,104.8,1.33,4.25,370.19,9.14,18.52,1.33,4.25,9.93
